speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,locationPrivate,exoticCategory,howMany,region
grbani,Groove-billed Ani,Crotophaga sulcirostris,L4307012,Molinos,2016-06-07,-18.3838909,-69.9490821,True,-1,37.0,Arica y Parinacota
crwcin1,Cream-winged Cinclodes,Cinclodes albiventris,L4307012,Molinos,2016-06-07,-18.3838909,-69.9490821,True,-1,1.0,Arica y Parinacota
sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,L4307012,Molinos,2016-06-07,-18.3838909,-69.9490821,True,-1,12.0,Arica y Parinacota
grhowl2,Lesser Horned Owl,Bubo magellanicus,L4688195,Paseo ahumada,2016-06-08,-33.4388323,-70.6511557,True,-1,1.0,Región Metropolitana de Santiago
pasfin1,Patagonian Sierra Finch,Phrygilus patagonicus,L756828,Embalse Pitama,2016-06-08,-33.2397643,-71.4745617,False,-1,4.0,Valparaíso
uplgoo1,Upland Goose,Chloephaga picta,L1033151,Laguna Los Palos,2016-06-08,-52.7358759,-71.0616302,False,-1,2500.0,Magallanes
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-06-08,-52.7358759,-71.0616302,False,-1,26.0,Magallanes
ameoys,American Oystercatcher,Haematopus palliatus,L516551,Río Mataquito--Desembocadura,2016-06-09,-34.9909099,-72.182579,False,-1,300.0,Maule
blkski,Black Skimmer,Rynchops niger,L516551,Río Mataquito--Desembocadura,2016-06-09,-34.9909099,-72.182579,False,-1,120.0,Maule
relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L4687835,Infiernillo,2016-06-09,-34.8299976,-72.1449852,True,-1,70.0,Coquimbo
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L862580,Isla Santa María,2016-06-09,-37.0348991,-73.5074615,False,-1,3.0,Bío-Bío
speduc2,Spectacled Duck,Speculanas specularis,L3974417,laguna cercana al lago toro,2016-06-09,-51.2497212,-72.6681662,True,-1,21.0,Magallanes
siltea1,Silver Teal,Spatula versicolor,L3974417,laguna cercana al lago toro,2016-06-09,-51.2497212,-72.6681662,True,-1,57.0,Magallanes
twbplo1,Two-banded Plover,Charadrius falklandicus,L822631,Buque Quemado,2016-06-10,-52.4068174,-69.5719528,False,-1,60.0,Magallanes
andgul1,Andean Gull,Chroicocephalus serranus,L668852,Río Lluta--Desembocadura,2016-06-10,-18.4165392,-70.3224081,False,-1,1500.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-06-10,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2016-06-10,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
ausneg1,Austral Negrito,Lessonia rufa,L668852,Río Lluta--Desembocadura,2016-06-10,-18.4165392,-70.3224081,False,-1,6.0,Arica y Parinacota
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L1140459,RN El Yali--Laguna Matanzas,2016-06-11,-33.756208,-71.6919708,False,-1,109.0,Valparaíso
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L1140459,RN El Yali--Laguna Matanzas,2016-06-11,-33.756208,-71.6919708,False,-1,60.0,Valparaíso
bkfibi1,Black-faced Ibis,Theristicus melanopis,L4555892,El Colorado,2016-06-11,-35.603087,-71.2994981,True,-1,58.0,Maule
rubmin1,Rufous-banded Miner,Geositta rufipennis,L3566276,Paposo,2016-06-11,-25.0297985,-70.4553397,True,-1,5.0,Antofagasta
gyfcin1,Gray-flanked Cinclodes,Cinclodes oustaleti,L3566276,Paposo,2016-06-11,-25.0297985,-70.4553397,True,-1,2.0,Antofagasta
grbani,Groove-billed Ani,Crotophaga sulcirostris,L1048923,Molinos,2016-06-11,-18.3821935,-69.9457765,False,-1,21.0,Arica y Parinacota
comgal1,Common Gallinule,Gallinula galeata,L791057,Estero El Culebrón--Desembocadura,2016-06-12,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
libher,Little Blue Heron,Egretta caerulea,L791057,Estero El Culebrón--Desembocadura,2016-06-12,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
blaoys1,Blackish Oystercatcher,Haematopus ater,L2096360,Sector Punta Carrera,2016-06-12,-53.5847099,-70.9261894,True,-1,11.0,Magallanes
ameoys,American Oystercatcher,Haematopus palliatus,L602292,Desembocadura Río Elqui,2016-06-12,-29.8940107,-71.2723231,True,-1,170.0,Coquimbo
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-06-12,-18.4165392,-70.3224081,False,-1,2.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2016-06-12,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
bkfibi1,Black-faced Ibis,Theristicus melanopis,L668852,Río Lluta--Desembocadura,2016-06-12,-18.4165392,-70.3224081,False,-1,3.0,Arica y Parinacota
dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola,L3311162,Parque Público Comunitario Panul,2016-06-12,-33.5387477,-70.5237722,False,-1,12.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3311162,Parque Público Comunitario Panul,2016-06-12,-33.5387477,-70.5237722,False,-1,6.0,Región Metropolitana de Santiago
slccoo1,Slate-colored Coot,Fulica ardesiaca,L673642,Río Elqui--Desembocadura,2016-06-13,-29.8933968,-71.2727094,False,-1,2.0,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L504549,Punta Teatinos--Laguna Saladita,2016-06-13,-29.8220854,-71.2886524,False,-1,3.0,Coquimbo
comgal1,Common Gallinule,Gallinula galeata,L3527120,HUMEDAL DE LLUTA,2016-06-14,-18.4166817,-70.3260425,True,-1,64.0,Arica y Parinacota
andgul1,Andean Gull,Chroicocephalus serranus,L3527120,HUMEDAL DE LLUTA,2016-06-14,-18.4166817,-70.3260425,True,-1,320.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L3527120,HUMEDAL DE LLUTA,2016-06-14,-18.4166817,-70.3260425,True,-1,1.0,Arica y Parinacota
houwre,House Wren,Troglodytes aedon,L3527120,HUMEDAL DE LLUTA,2016-06-14,-18.4166817,-70.3260425,True,-1,2.0,Arica y Parinacota
grekis,Great Kiskadee,Pitangus sulphuratus,L6320109,Las Quemas,2016-06-14,-40.6108901,-73.123498,True,-1,1.0,Los Lagos
perboo1,Peruvian Booby,Sula variegata,L635302,Constitución--Piedra de la Iglesia,2016-06-15,-35.3289912,-72.4337196,False,-1,1400.0,Maule
relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L635302,Constitución--Piedra de la Iglesia,2016-06-15,-35.3289912,-72.4337196,False,-1,40.0,Maule
puntea1,Puna Teal,Spatula puna,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,63.0,Arica y Parinacota
andgul1,Andean Gull,Chroicocephalus serranus,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,306.0,Arica y Parinacota
leater1,Least Tern,Sternula antillarum,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L2344967,"Hacienda el peñon,Faldeo cordillerano",2016-06-15,-33.5787209,-70.5044067,True,-1,4.0,Región Metropolitana de Santiago
ausneg1,Austral Negrito,Lessonia rufa,L668852,Río Lluta--Desembocadura,2016-06-15,-18.4165392,-70.3224081,False,-1,2.0,Arica y Parinacota
wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L2466880,Río Loa--Puente Ruta 24,2016-06-16,-22.2781364,-69.5607519,False,-1,3.0,Antofagasta
kelgul,Kelp Gull,Larus dominicanus,L4709652,Concepción--Puente Llacolen,2016-06-16,-36.8321389,-73.073625,True,-1,2000.0,Bío-Bío
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-06-17,-52.7358759,-71.0616302,False,-1,27.0,Magallanes
shbcan2,Sharp-billed Canastero,Asthenes pyrrholeuca,L2519990,INIA Kampenaike,2016-06-17,-52.7079497,-70.9217262,True,-1,1.0,Magallanes
cintea,Cinnamon Teal,Spatula cyanoptera,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,60.0,Arica y Parinacota
comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,108.0,Arica y Parinacota
ameoys,American Oystercatcher,Haematopus palliatus,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,161.0,Arica y Parinacota
andgul1,Andean Gull,Chroicocephalus serranus,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,1322.0,Arica y Parinacota
brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
ausneg1,Austral Negrito,Lessonia rufa,L668852,Río Lluta--Desembocadura,2016-06-17,-18.4165392,-70.3224081,False,-1,6.0,Arica y Parinacota
refcoo1,Red-fronted Coot,Fulica rufifrons,L904625,Río Loa--Desembocadura,2016-06-18,-21.4292013,-70.0585485,False,-1,1.0,Tarapacá
regcoo1,Red-gartered Coot,Fulica armillata,L904625,Río Loa--Desembocadura,2016-06-18,-21.4292013,-70.0585485,False,-1,1.0,Tarapacá
cocher1,Cocoi Heron,Ardea cocoi,L904625,Río Loa--Desembocadura,2016-06-18,-21.4292013,-70.0585485,False,-1,1.0,Tarapacá
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L604469,Río Limarí--Desembocadura,2016-06-18,-30.7277447,-71.6954041,False,-1,1.0,Coquimbo
whttre2,White-throated Treerunner,Pygarrhichas albogularis,L4726005,Estero Teatinos,2016-06-18,-35.6688958,-71.198163,True,-1,25.0,Maule
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4710166,"CL-Región de Valparaíso-Quintero - -32.882x-71.495 - jun. 18, 2016 13:07",2016-06-18,-32.8821837,-71.4954472,True,-1,1.0,Valparaíso
fragul,Franklin's Gull,Leucophaeus pipixcan,L504548,Estero Mantagua,2016-06-18,-32.8844165,-71.5067482,False,-1,0.0,Valparaíso
siltea1,Silver Teal,Spatula versicolor,L983988,Parque Hualpén,2016-06-19,-36.7870165,-73.1601906,False,-1,8.0,Bío-Bío
brnpel,Brown Pelican,Pelecanus occidentalis,L2982431,Coquimbo--Playa Changa,2016-06-19,-29.9598239,-71.3248301,False,-1,1.0,Coquimbo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4713575,"CL-Región de Valparaíso-Hijuelas - -32.931x-71.082 - jun. 19, 2016 12:41",2016-06-19,-32.9314612,-71.0823217,True,-1,1.0,Valparaíso
libher,Little Blue Heron,Egretta caerulea,L791057,Estero El Culebrón--Desembocadura,2016-06-20,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
robpoc1,Rosy-billed Pochard,Netta peposaca,L4025581,Universidad de Concepción,2016-06-20,-36.8278022,-73.0380106,False,-1,1.0,Bío-Bío
soasni3,Magellanic Snipe,Gallinago magellanica,L505082,Huasco Bajo - puente,2016-06-21,-28.4709171,-71.1776733,False,-1,1.0,Atacama
robpoc1,Rosy-billed Pochard,Netta peposaca,L4025581,Universidad de Concepción,2016-06-21,-36.8278022,-73.0380106,False,-1,1.0,Bío-Bío
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,31.0,Atacama
whcpin,White-cheeked Pintail,Anas bahamensis,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
regcoo1,Red-gartered Coot,Fulica armillata,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,162.0,Atacama
colplo1,Collared Plover,Charadrius collaris,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
twbplo1,Two-banded Plover,Charadrius falklandicus,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
wilplo,Wilson's Plover,Charadrius wilsonia,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
rucdot1,Rufous-chested Dotterel,Charadrius modestus,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
whfibi,White-faced Ibis,Plegadis chihi,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,2.0,Atacama
osprey,Osprey,Pandion haliaetus,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
y00678,Crested Caracara,Caracara plancus,L516540,Río Huasco--Desembocadura,2016-06-21,-28.4481664,-71.2002039,False,-1,1.0,Atacama
robpoc1,Rosy-billed Pochard,Netta peposaca,L4025581,Universidad de Concepción,2016-06-22,-36.8278022,-73.0380106,False,-1,1.0,Bío-Bío
leabit,Least Bittern,Ixobrychus exilis,L4850569,Planta Recuperadora de Metales.,2016-06-22,-23.0838377,-70.3830099,True,-1,1.0,Antofagasta
rudtur,Ruddy Turnstone,Arenaria interpres,L629582,Rocuant--Canal El Morro,2016-06-22,-36.7354449,-73.0929422,False,-1,1.0,Bío-Bío
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L551450,SN Laguna El Peral,2016-06-23,-33.5052153,-71.607154,False,-1,3.0,Valparaíso
moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L3498092,Termas de Puritama,2016-06-24,-22.7205523,-68.0443114,False,-1,16.0,Antofagasta
brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L594739,Desembocadura río Aconcagua,2016-06-24,-32.9167736,-71.5082932,True,-1,2000.0,Valparaíso
whttap1,White-throated Tapaculo,Scelorchilus albicollis,L572759,PN La Campana--Ocoa,2016-06-24,-32.9273735,-71.0856199,False,-1,14.0,Valparaíso
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L572759,PN La Campana--Ocoa,2016-06-24,-32.9273735,-71.0856199,False,-1,2.0,Valparaíso
libher,Little Blue Heron,Egretta caerulea,L791057,Estero El Culebrón--Desembocadura,2016-06-25,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
blaoys1,Blackish Oystercatcher,Haematopus ater,L2096360,Sector Punta Carrera,2016-06-25,-53.5847099,-70.9261894,True,-1,14.0,Magallanes
mallar3,Mallard,Anas platyrhynchos,L3612823,"Sector Agua Fresca, Lagunas",2016-06-25,-53.3845523,-70.9908521,True,1,1.0,Magallanes
shicow,Shiny Cowbird,Molothrus bonariensis,L4658754,Edificio Investigacion Usach,2016-06-25,-33.4498003,-70.6817396,True,-1,62.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L604480,Estero Los Molles--Desembocadura,2016-06-25,-32.2380055,-71.4980525,False,-1,2.0,Valparaíso
rispet1,Ringed Storm-Petrel,Hydrobates hornbyi,L1050663,Tocopilla,2016-06-25,-22.0890598,-70.1972723,False,-1,1.0,Antofagasta
rubmin1,Rufous-banded Miner,Geositta rufipennis,L3839168,Cerro Chena--Pukará/Huanca de Chena,2016-06-25,-33.615075,-70.7469213,False,-1,12.0,Región Metropolitana de Santiago
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L1136095,Río San José--Desembocadura,2016-06-25,-18.4684562,-70.3120279,False,-1,2.0,Arica y Parinacota
punplo1,Puna Plover,Charadrius alticola,L2996567,RN Los Flamencos--Laguna Estación Chaxa,2016-06-26,-23.3308925,-68.1665397,False,-1,84.0,Antofagasta
comgal1,Common Gallinule,Gallinula galeata,L504549,Punta Teatinos--Laguna Saladita,2016-06-26,-29.8220854,-71.2886524,False,-1,1.0,Coquimbo
horcoo1,Horned Coot,Fulica cornuta,L592363,RN Los Flamencos--Laguna Miñiques,2016-06-26,-23.7673578,-67.7927684,False,-1,268.0,Antofagasta
spwpig3,Spot-winged Pigeon,Patagioenas maculosa,L4740040,Los Chacayes,2016-06-26,-34.247568,-70.4840809,True,-1,1.0,Libertador General Bernardo O'Higgins
brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L668852,Río Lluta--Desembocadura,2016-06-26,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L668852,Río Lluta--Desembocadura,2016-06-26,-18.4165392,-70.3224081,False,-1,2.0,Arica y Parinacota
triher,Tricolored Heron,Egretta tricolor,L668852,Río Lluta--Desembocadura,2016-06-26,-18.4165392,-70.3224081,False,-1,1.0,Arica y Parinacota
whttre2,White-throated Treerunner,Pygarrhichas albogularis,L1186273,RN Altos de Lircay,2016-06-26,-35.6035094,-70.9881592,False,-1,30.0,Maule
rucdot1,Rufous-chested Dotterel,Charadrius modestus,L1087750,Calderilla,2016-06-27,-27.0909184,-70.85289,False,-1,1.0,Atacama
juffir1,Juan Fernandez Firecrown,Sephanoides fernandensis,L6728085,PN Archipiélago Juan Fernández--Sendero Sal Si Puedes,2016-06-27,-33.6288296,-78.8375553,False,-1,3.0,Valparaíso
jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,L6728085,PN Archipiélago Juan Fernández--Sendero Sal Si Puedes,2016-06-27,-33.6288296,-78.8375553,False,-1,3.0,Valparaíso
comgal1,Common Gallinule,Gallinula galeata,L791057,Estero El Culebrón--Desembocadura,2016-06-27,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
libher,Little Blue Heron,Egretta caerulea,L791057,Estero El Culebrón--Desembocadura,2016-06-27,-29.9617015,-71.3218206,False,-1,1.0,Coquimbo
speduc2,Spectacled Duck,Speculanas specularis,L1142777,Río Claro--Parque Natural Tricahue,2016-06-27,-35.6912171,-71.0515022,False,-1,42.0,Maule
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3311162,Parque Público Comunitario Panul,2016-06-27,-33.5387477,-70.5237722,False,-1,2.0,Región Metropolitana de Santiago
auscan1,Austral Canastero,Asthenes anthoides,L629583,SN Península de Hualpén--Humedal Lenga,2016-06-28,-36.7694689,-73.1668103,False,-1,1.0,Bío-Bío
juffir1,Juan Fernandez Firecrown,Sephanoides fernandensis,L10344697,PN Archipiélago Juan Fernández--Centinela,2016-06-28,-33.6408268,-78.8126932,False,-1,5.0,Valparaíso
jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,L10344697,PN Archipiélago Juan Fernández--Centinela,2016-06-28,-33.6408268,-78.8126932,False,-1,7.0,Valparaíso
punplo1,Puna Plover,Charadrius alticola,L4743554,Re los flamencos,2016-06-28,-23.290259,-68.174379,True,-1,41.0,Antofagasta
robpoc1,Rosy-billed Pochard,Netta peposaca,L4025581,Universidad de Concepción,2016-06-29,-36.8278022,-73.0380106,False,-1,1.0,Bío-Bío
neocor,Neotropic Cormorant,Nannopterum brasilianum,L4747881,"CL-Qta. Normal, Región Metropolitana-Santiago - -33.441x-70.686 - jun 30, 2016 01:50",2016-06-29,-33.4409678,-70.6861093,True,-1,0.0,Región Metropolitana de Santiago
speduc2,Spectacled Duck,Speculanas specularis,L4610394,Río Laja--Puente Ferroviario,2016-06-30,-37.2698437,-72.7209896,False,-1,3.0,Bío-Bío
juffir1,Juan Fernandez Firecrown,Sephanoides fernandensis,L5240350,PN Archipiélago Juan Fernández--Mirador de Selkirk,2016-06-30,-33.6367657,-78.8515618,False,-1,6.0,Valparaíso
jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,L5240350,PN Archipiélago Juan Fernández--Mirador de Selkirk,2016-06-30,-33.6367657,-78.8515618,False,-1,6.0,Valparaíso
laugul,Laughing Gull,Leucophaeus atricilla,L833866,Río Carampangue--Desembocadura,2016-07-01,-37.2350095,-73.2970691,False,-1,1.0,Bío-Bío
jufpet,Juan Fernandez Petrel,Pterodroma externa,L5240271,Navegación Bahía del Padre hacia Bahía Cumberland,2016-07-01,-33.6093298,-78.9019632,False,-1,12.0,Valparaíso
plurai1,Plumbeous Rail,Pardirallus sanguinolentus,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),,-33.3980197,-70.6022,False,-1,1.0,Región Metropolitana de Santiago
mallar3,Mallard,Anas platyrhynchos,L861844,Humedal Urbano Cartagena,2016-07-02,-33.5350454,-71.6022348,False,1,2.0,Valparaíso
bknsti,Black-necked Stilt,Himantopus mexicanus,L551450,SN Laguna El Peral,2016-07-02,-33.5052153,-71.607154,False,-1,196.0,Valparaíso
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L3054167,PN Nonguén,2016-07-02,-36.8776296,-72.9932928,False,-1,1.0,Bío-Bío
grygul,Gray Gull,Leucophaeus modestus,L4753897,Concepción--playa,2016-07-02,-36.8648582,-73.1522191,True,-1,346.0,Bío-Bío
soasni3,Magellanic Snipe,Gallinago magellanica,L504553,SN Humedal Río Maipo--Desembocadura,2016-07-02,-33.6198013,-71.6275442,False,-1,6.0,Valparaíso
blkski,Black Skimmer,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2016-07-02,-33.6198013,-71.6275442,False,-1,51.0,Valparaíso
twbplo1,Two-banded Plover,Charadrius falklandicus,L3083025,Caldera (El Morro),2016-07-03,-27.1431862,-70.8986944,True,-1,2.0,Atacama
rucdot1,Rufous-chested Dotterel,Charadrius modestus,L3083025,Caldera (El Morro),2016-07-03,-27.1431862,-70.8986944,True,-1,2.0,Atacama
silgre1,Silvery Grebe,Podiceps occipitalis,L1087750,Calderilla,2016-07-03,-27.0909184,-70.85289,False,-1,4.0,Atacama
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4762442,Olmue Natura Lodge,2016-07-03,-32.9901951,-71.1865202,True,-1,1.0,Valparaíso
andavo1,Andean Avocet,Recurvirostra andina,L798344,SN Humedal La Boca,2016-07-04,-29.3064969,-71.3631535,False,-1,1.0,Coquimbo
whfibi,White-faced Ibis,Plegadis chihi,L1414655,Embalse Convento Viejo,2016-07-05,-34.7565944,-71.1407656,True,-1,61.0,Libertador General Bernardo O'Higgins
osprey,Osprey,Pandion haliaetus,L629583,SN Península de Hualpén--Humedal Lenga,2016-07-05,-36.7694689,-73.1668103,False,-1,1.0,Bío-Bío
rulowl1,Rufous-legged Owl,Strix rufipes,L3964052,seno obstruccion,2016-07-05,-52.1990851,-72.4915266,True,-1,12.0,Magallanes
magwoo1,Magellanic Woodpecker,Campephilus magellanicus,L3964052,seno obstruccion,2016-07-05,-52.1990851,-72.4915266,True,-1,26.0,Magallanes
regcoo1,Red-gartered Coot,Fulica armillata,L504551,Carrizal Bajo--Humedal,2016-07-06,-28.0840212,-71.1426115,False,-1,92.0,Atacama
dowcra1,Dot-winged Crake,Porzana spiloptera,L629583,SN Península de Hualpén--Humedal Lenga,2016-07-06,-36.7694689,-73.1668103,False,-1,1.0,Bío-Bío
auscan1,Austral Canastero,Asthenes anthoides,L629583,SN Península de Hualpén--Humedal Lenga,2016-07-06,-36.7694689,-73.1668103,False,-1,1.0,Bío-Bío
gregre1,Great Grebe,Podiceps major,L3090333,Embalse Santa Juana,2016-07-06,-28.6771571,-70.6393003,False,-1,21.0,Atacama
brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L862580,Isla Santa María,2016-07-07,-37.0348991,-73.5074615,False,-1,1000.0,Bío-Bío
incter1,Inca Tern,Larosterna inca,L862580,Isla Santa María,2016-07-07,-37.0348991,-73.5074615,False,-1,5.0,Bío-Bío
slbpri1,Slender-billed Prion,Pachyptila belcheri,L862580,Isla Santa María,2016-07-07,-37.0348991,-73.5074615,False,-1,12.0,Bío-Bío
impcor1,Imperial Cormorant,Leucocarbo atriceps,L862580,Isla Santa María,2016-07-07,-37.0348991,-73.5074615,False,-1,3.0,Bío-Bío
cthhue1,Chestnut-throated Huet-huet,Pteroptochos castaneus,L2988068,SN Península de Hualpén,2016-07-07,-36.7796965,-73.1821542,False,-1,1.0,Bío-Bío
slbpri1,Slender-billed Prion,Pachyptila belcheri,L862580,Isla Santa María,2016-07-08,-37.0348991,-73.5074615,False,-1,30.0,Bío-Bío
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L862580,Isla Santa María,2016-07-08,-37.0348991,-73.5074615,False,-1,3.0,Bío-Bío
whttre2,White-throated Treerunner,Pygarrhichas albogularis,L1186273,RN Altos de Lircay,2016-07-08,-35.6035094,-70.9881592,False,-1,32.0,Maule
rudtur,Ruddy Turnstone,Arenaria interpres,L862580,Isla Santa María,2016-07-08,-37.0348991,-73.5074615,False,-1,16.0,Bío-Bío
dustap1,Dusky Tapaculo,Scytalopus fuscus,L504548,Estero Mantagua,2016-07-09,-32.8844165,-71.5067482,False,-1,15.0,Valparaíso
mallar3,Mallard,Anas platyrhynchos,L3791038,Desembocadura río San Juan,2016-07-09,-39.9203311,-73.4064147,True,1,15.0,Los Ríos
commin1,Common Miner,Geositta cunicularia,L4781946,"Localidad Desconocida - -27,881x-70,981 - 9 jul. 2016 11:37",2016-07-09,-27.8807167,-70.9809892,True,-1,5.0,Atacama
silgre1,Silvery Grebe,Podiceps occipitalis,L1630624,Mejillones,2016-07-09,-23.1023178,-70.4534335,True,-1,16.0,Antofagasta
shyalb2,Chatham Albatross,Thalassarche eremita,L570161,Valparaíso--Pelágico,2016-07-09,-33.0008897,-71.9479179,False,-1,1.0,Valparaíso
rulowl1,Rufous-legged Owl,Strix rufipes,L4774407,El Molino,2016-07-09,-33.2048956,-70.9632039,True,-1,5.0,Región Metropolitana de Santiago
sheowl,Short-eared Owl,Asio flammeus,L606243,Humedal Tres Puentes,2016-07-10,-53.1162328,-70.8813,False,-1,2.0,Magallanes
pigdov1,Picui Ground Dove,Columbina picui,L4778188,Delta Gualliguaica,2016-07-10,-30.0192397,-70.8145666,True,-1,36.0,Coquimbo
blkski,Black Skimmer,Rynchops niger,L594739,Desembocadura río Aconcagua,2016-07-10,-32.9167736,-71.5082932,True,-1,110.0,Valparaíso
moucar1,Mountain Caracara,Daptrius megalopterus,L4777395,Lo Amarillo,2016-07-10,-33.2904316,-70.9731817,False,-1,3.0,Región Metropolitana de Santiago
rubmin1,Rufous-banded Miner,Geositta rufipennis,L4777395,Lo Amarillo,2016-07-10,-33.2904316,-70.9731817,False,-1,30.0,Región Metropolitana de Santiago
rucdot1,Rufous-chested Dotterel,Charadrius modestus,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2016-07-10,-34.3824693,-71.9981289,False,-1,51.0,Libertador General Bernardo O'Higgins
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-07-10,-52.7358759,-71.0616302,False,-1,51.0,Magallanes
