speciesCode,comName,sciName,locId,locName,obsDt,lat,lng,locationPrivate,exoticCategory,howMany,region
parpet1,Parkinson's Petrel,Procellaria parkinsoni,L4454415,"-46,1353x-75,8747 - 11 mars 2016 11:00",2016-03-11,-46.135268,-75.874708,True,-1,1.0,Aisén del General Carlos Ibáñez del Campo
whcpin,White-cheeked Pintail,Anas bahamensis,L793367,SN Humedal Río Copiapó--Desembocadura,2016-03-11,-27.3177895,-70.9263611,False,-1,2.0,Atacama
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L593521,RN El Yali--Laguna Albufera,2016-03-11,-33.7592408,-71.7343712,False,-1,2.0,Valparaíso
sctear1,Scale-throated Earthcreeper,Upucerthia dumetaria,L1147111,Farellones,2016-03-11,-33.3520394,-70.3129292,False,-1,3.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1147111,Farellones,2016-03-11,-33.3520394,-70.3129292,False,-1,0.0,Región Metropolitana de Santiago
bulalb2,Buller's Albatross,Thalassarche bulleri,L4454429,"-47,0392x-76,0286 - 11 mars 2016 08:20",2016-03-11,-47.039206,-76.028598,True,-1,1.0,Aisén del General Carlos Ibáñez del Campo
jufpet,Juan Fernandez Petrel,Pterodroma externa,L4454429,"-47,0392x-76,0286 - 11 mars 2016 08:20",2016-03-11,-47.039206,-76.028598,True,-1,1.0,Aisén del General Carlos Ibáñez del Campo
whtcar1,White-throated Caracara,Daptrius albogularis,L1259326,PN Torres del Paine--Guardería Laguna Amarga,2016-03-11,-50.9794594,-72.8004205,False,-1,2.0,Magallanes
bawnig1,Band-winged Nightjar,Systellura longirostris,L4377099,CL-Santiago-Lo Barnechea-Calle Camino Valle Nevado - -33.3600x-70.2910,2016-03-12,-33.359991,-70.291002,True,-1,7.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L2443116,La Parva--Quebrada Inferior,2016-03-12,-33.341545,-70.3014708,False,-1,35.0,Región Metropolitana de Santiago
margod,Marbled Godwit,Limosa fedoa,L673642,Río Elqui--Desembocadura,2016-03-12,-29.8933968,-71.2727094,False,-1,1.0,Coquimbo
royalb1,Royal Albatross,Diomedea epomophora,L4403907,Ainsworth Bay,2016-03-12,-54.4076465,-69.5890331,True,-1,1.0,Magallanes
lesyel,Lesser Yellowlegs,Tringa flavipes,L604483,Pichicuy--Humedal,2016-03-12,-32.3469021,-71.4466238,False,-1,63.0,Valparaíso
stbear2,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,L697015,Refugio Plantat,2016-03-12,-33.8010463,-69.9665701,False,-1,2.0,Región Metropolitana de Santiago
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L604811,SN Humedales de Tongoy--Estero Pachingo Desembocadura,2016-03-12,-30.3052065,-71.5723658,False,-1,1.0,Coquimbo
soapas1,South American Painted-Snipe,Nycticryphes semicollaris,L3086280,Humedal Urbano Küla-Kura (O'Higgins),2016-03-12,-33.3388465,-70.7320833,False,-1,4.0,Región Metropolitana de Santiago
uplsan,Upland Sandpiper,Bartramia longicauda,L3518562,Arica (ciudad),2016-03-12,-18.4807487,-70.3091526,False,-1,3.0,Arica y Parinacota
sheowl,Short-eared Owl,Asio flammeus,L606243,Humedal Tres Puentes,2016-03-13,-53.1162328,-70.8813,False,-1,2.0,Magallanes
wispet,Wilson's Storm-Petrel,Oceanites oceanicus,L4454103,"-35,5867x-73,1750 - 13 mars 2016 16:32",2016-03-13,-35.586734,-73.175009,True,-1,5.0,Maule
snoplo5,Snowy Plover,Charadrius nivosus,L798344,SN Humedal La Boca,2016-03-13,-29.3064969,-71.3631535,False,-1,45.0,Coquimbo
wessan,Western Sandpiper,Calidris mauri,L798344,SN Humedal La Boca,2016-03-13,-29.3064969,-71.3631535,False,-1,1.0,Coquimbo
stepet,Stejneger's Petrel,Pterodroma longirostris,L4454107,"-35,6829x-73,2283 - 13 mars 2016 16:11",2016-03-13,-35.682853,-73.228327,True,-1,2.0,Maule
wepdov1,West Peruvian Dove,Zenaida meloda,L4378797,CL-Santiago-Puente Alto-Calle Camino El Volcan - -33.5983x-70.5104,2016-03-13,-33.59825,-70.51043,True,-1,1.0,Región Metropolitana de Santiago
shicow,Shiny Cowbird,Molothrus bonariensis,L4381900,Areas verdes McDonalds,2016-03-13,-23.6701486,-70.4076152,True,-1,1.0,Antofagasta
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L4454117,"-37,0287x-73,9553 - 13 mars 2016 11:36",2016-03-13,-37.028712,-73.955293,True,-1,2.0,Bío-Bío
rebtro,Red-billed Tropicbird,Phaethon aethereus,L697097,RN Pingüino de Humboldt--Isla Chañaral (vuelta en lancha),2016-03-13,-29.0429639,-71.6157532,False,-1,2.0,Atacama
uplsan,Upland Sandpiper,Bartramia longicauda,L2392425,Salar del Carmen--Humedal,2016-03-13,-23.6323406,-70.2929199,False,-1,3.0,Antofagasta
grhowl2,Lesser Horned Owl,Bubo magellanicus,L9629134,"las casas, nueva aldea",2016-03-14,-36.6622222,-72.4525,True,-1,2.0,Ñuble
semplo,Semipalmated Plover,Charadrius semipalmatus,L504553,SN Humedal Río Maipo--Desembocadura,2016-03-14,-33.6198013,-71.6275442,False,-1,5.0,Valparaíso
leasan,Least Sandpiper,Calidris minutilla,L504553,SN Humedal Río Maipo--Desembocadura,2016-03-14,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,L504553,SN Humedal Río Maipo--Desembocadura,2016-03-14,-33.6198013,-71.6275442,False,-1,1.0,Valparaíso
sander,Sanderling,Calidris alba,L4246794,SN Islote Pájaros Niños,2016-03-14,-33.35961,-71.687204,False,-1,300.0,Valparaíso
rocpen1,Southern Rockhopper Penguin,Eudyptes chrysocome,L3438732,MN Los Pingüinos--Isla Magdalena,2016-03-14,-52.9202367,-70.5759573,False,-1,1.0,Magallanes
wvspet1,Elliot's Storm-Petrel,Oceanites gracilis,L4454020,"-29,8178x-71,4294 - 15 mars 2016 18:40",2016-03-15,-29.817805,-71.429417,True,-1,5.0,Coquimbo
gwfgoo,Greater White-fronted Goose,Anser albifrons,L570521,Puerto Natales,2016-03-15,-51.729899,-72.4982,False,1,2.0,Magallanes
creduc1,Crested Duck,Lophonetta specularioides,L4400303,Valparaiso general area,2016-03-15,-33.0041839,-71.5513999,True,-1,2.0,Valparaíso
grhowl2,Lesser Horned Owl,Bubo magellanicus,L782821,PN Bosque Fray Jorge [usar hotspots específicos],2016-03-15,-30.65257,-71.6820574,False,-1,1.0,Coquimbo
blhduc1,Black-headed Duck,Heteronetta atricapilla,L504549,Punta Teatinos--Laguna Saladita,2016-03-15,-29.8220854,-71.2886524,False,-1,1.0,Coquimbo
wbspet1,White-bellied Storm-Petrel,Fregetta grallaria,L4454036,"-29,9440x-71,3260 - 15 mars 2016 17:55",2016-03-15,-29.943997,-71.326036,True,-1,1.0,Coquimbo
bulshe,Buller's Shearwater,Ardenna bulleri,L4454036,"-29,9440x-71,3260 - 15 mars 2016 17:55",2016-03-15,-29.943997,-71.326036,True,-1,2.0,Coquimbo
maspet3,Masatierra Petrel,Pterodroma defilippiana,L4453901,"-23,0145x-73,8427 - 16 mars 2016 19:00",2016-03-16,-23.014503,-73.842727,True,-1,18.0,Antofagasta
wfspet,White-faced Storm-Petrel,Pelagodroma marina,L4453903,"-23,1346x-73,8032 - 16 mars 2016 18:35",2016-03-16,-23.134563,-73.803243,True,-1,1.0,Antofagasta
wrspet,Wedge-rumped Storm-Petrel,Hydrobates tethys,L4453903,"-23,1346x-73,8032 - 16 mars 2016 18:35",2016-03-16,-23.134563,-73.803243,True,-1,1.0,Antofagasta
wbspet1,White-bellied Storm-Petrel,Fregetta grallaria,L4453910,"-23,2828x-73,7562 - 16 mars 2016 18:03",2016-03-16,-23.282821,-73.756226,True,-1,3.0,Antofagasta
kerpet,Kermadec Petrel,Pterodroma neglecta,L4453910,"-23,2828x-73,7562 - 16 mars 2016 18:03",2016-03-16,-23.282821,-73.756226,True,-1,1.0,Antofagasta
jufpet,Juan Fernandez Petrel,Pterodroma externa,L4453910,"-23,2828x-73,7562 - 16 mars 2016 18:03",2016-03-16,-23.282821,-73.756226,True,-1,1.0,Antofagasta
rebtro,Red-billed Tropicbird,Phaethon aethereus,L4453922,"-23,9817x-73,5305 - 16 mars 2016 15:32",2016-03-16,-23.981738,-73.530521,True,-1,1.0,Antofagasta
sooshe,Sooty Shearwater,Ardenna grisea,L4436446,"CL-Magallanes and Antartica Chilena-Oceano Pacifico - -49.2768x-75.5985 - Mar 29, 2016, 16:09",2016-03-16,-49.276759,-75.59853,True,-1,3000.0,Magallanes
masboo,Masked Booby,Sula dactylatra,L4453938,"-24,5152x-73,3575 - 16 mars 2016 13:37",2016-03-16,-24.515223,-73.357458,True,-1,1.0,Antofagasta
pomjae,Pomarine Jaeger,Stercorarius pomarinus,L4453943,"-24,6910x-73,3015 - 16 mars 2016 13:00",2016-03-16,-24.690999,-73.301485,True,-1,9.0,Antofagasta
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L572342,Laguna Santa María,2016-03-16,-53.3861952,-70.3288937,False,-1,150.0,Magallanes
sooter1,Sooty Tern,Onychoprion fuscatus,L4453960,"-25,1855x-73,1382 - 16 mars 2016 11:12",2016-03-16,-25.185497,-73.138194,True,-1,1.0,Antofagasta
parpet1,Parkinson's Petrel,Procellaria parkinsoni,L4454145,xxx,2016-03-16,-26.0623653,-72.8505564,True,-1,1.0,Antofagasta
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1147111,Farellones,2016-03-16,-33.3520394,-70.3129292,False,-1,10.0,Región Metropolitana de Santiago
uplsan,Upland Sandpiper,Bartramia longicauda,L3518562,Arica (ciudad),2016-03-17,-18.4807487,-70.3091526,False,-1,2.0,Arica y Parinacota
grefri,Great Frigatebird,Fregata minor,L674593,Isla de Pascua (Usar puntos exactos por favor),,-27.1242299,-109.3754196,False,-1,1.0,Valparaíso
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-03-18,-52.7358759,-71.0616302,False,-1,35.0,Magallanes
shbmin1,Short-billed Miner,Geositta antarctica,L1033151,Laguna Los Palos,2016-03-18,-52.7358759,-71.0616302,False,-1,4.0,Magallanes
whbsee2,White-bellied Seedsnipe,Attagis malouinus,L1033151,Laguna Los Palos,2016-03-19,-52.7358759,-71.0616302,False,-1,1.0,Magallanes
lesyel,Lesser Yellowlegs,Tringa flavipes,L636004,Estero Tongoy--Desembocadura,2016-03-19,-30.25497,-71.49359,False,-1,3.0,Coquimbo
rucdot1,Rufous-chested Dotterel,Charadrius modestus,L1033516,Río Tres Brazos--Desembocadura,2016-03-19,-53.2722198,-70.9444284,False,-1,50.0,Magallanes
fotfly,Fork-tailed Flycatcher,Tyrannus savana,L3180870,Baquedano,2016-03-19,-23.3341885,-69.8401308,False,-1,2.0,Antofagasta
snoegr,Snowy Egret,Egretta thula,L4409390,Condes,2016-03-20,-32.9864199,-71.2703705,True,-1,60.0,Valparaíso
slbpar1,Slender-billed Parakeet,Enicognathus leptorhynchus,L807764,Las Quemas Altas,2016-03-20,-40.6284479,-73.117919,False,-1,279.0,Los Lagos
shicow,Shiny Cowbird,Molothrus bonariensis,L3645744,"Río Tolten, Pitrufquen",2016-03-20,-38.9747576,-72.6370955,True,-1,270.0,Araucanía
siltea1,Silver Teal,Spatula versicolor,L4408363,laguna cerro prat,2016-03-20,-51.487583,-72.7547693,True,-1,5.0,Magallanes
punplo1,Puna Plover,Charadrius alticola,L3527120,HUMEDAL DE LLUTA,2016-03-20,-18.4166817,-70.3260425,True,-1,1.0,Arica y Parinacota
stisan,Stilt Sandpiper,Calidris himantopus,L3527120,HUMEDAL DE LLUTA,2016-03-20,-18.4166817,-70.3260425,True,-1,6.0,Arica y Parinacota
blnswa2,Black-necked Swan,Cygnus melancoryphus,L2343426,costanera sur; puerto Natales,2016-03-20,-51.7417523,-72.5022554,True,-1,1300.0,Magallanes
bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L3481561,Parque Bicentenario de Vitacura (no contar cisnes),2016-03-21,-33.3980197,-70.6022,False,-1,1.0,Región Metropolitana de Santiago
whcpin,White-cheeked Pintail,Anas bahamensis,L801050,Laguna Boyeruca,2016-03-21,-34.688222,-72.0352078,False,-1,38.0,Maule
uplsan,Upland Sandpiper,Bartramia longicauda,L3518562,Arica (ciudad),2016-03-21,-18.4807487,-70.3091526,False,-1,1.0,Arica y Parinacota
speduc2,Spectacled Duck,Speculanas specularis,L4613569,Río Vergara,2016-03-22,-37.6215909,-72.6505601,False,-1,4.0,Bío-Bío
rubmin1,Rufous-banded Miner,Geositta rufipennis,L3885730,Camino a Paso Pallavicini,2016-03-22,-46.2953352,-71.9166273,False,-1,2.0,Aisén del General Carlos Ibáñez del Campo
uplsan,Upland Sandpiper,Bartramia longicauda,L3518562,Arica (ciudad),2016-03-22,-18.4807487,-70.3091526,False,-1,2.0,Arica y Parinacota
flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L1374180,Canal de Beagle,2016-03-23,-55.0845088,-66.8173904,True,-1,25.0,Magallanes
rorpar,Rose-ringed Parakeet,Psittacula krameri,L2441063,Liagora,2016-03-23,-32.9770196,-71.5369391,True,1,1.0,Valparaíso
speduc2,Spectacled Duck,Speculanas specularis,L4613569,Río Vergara,2016-03-23,-37.6215909,-72.6505601,False,-1,2.0,Bío-Bío
soasni3,Magellanic Snipe,Gallinago magellanica,L516158,Embalse El Yeso,2016-03-23,-33.6474929,-70.0670242,False,-1,6.0,Región Metropolitana de Santiago
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L516158,Embalse El Yeso,2016-03-23,-33.6474929,-70.0670242,False,-1,12.0,Región Metropolitana de Santiago
leasan,Least Sandpiper,Calidris minutilla,L673642,Río Elqui--Desembocadura,2016-03-23,-29.8933968,-71.2727094,False,-1,1.0,Coquimbo
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L504551,Carrizal Bajo--Humedal,2016-03-24,-28.0840212,-71.1426115,False,-1,17.0,Atacama
chiwig1,Chiloe Wigeon,Mareca sibilatrix,L504551,Carrizal Bajo--Humedal,2016-03-24,-28.0840212,-71.1426115,False,-1,33.0,Atacama
commin1,Common Miner,Geositta cunicularia,L4430230,Punta Rancagua,2016-03-24,-29.0669732,-71.4896894,False,-1,5.0,Atacama
pigdov1,Picui Ground Dove,Columbina picui,L3180870,Baquedano,2016-03-24,-23.3341885,-69.8401308,False,-1,1.0,Antofagasta
easkin,Eastern Kingbird,Tyrannus tyrannus,L3180870,Baquedano,2016-03-24,-23.3341885,-69.8401308,False,-1,1.0,Antofagasta
fotfly,Fork-tailed Flycatcher,Tyrannus savana,L3180870,Baquedano,2016-03-24,-23.3341885,-69.8401308,False,-1,1.0,Antofagasta
wessan,Western Sandpiper,Calidris mauri,L798344,SN Humedal La Boca,2016-03-24,-29.3064969,-71.3631535,False,-1,1.0,Coquimbo
whfibi,White-faced Ibis,Plegadis chihi,L516540,Río Huasco--Desembocadura,2016-03-24,-28.4481664,-71.2002039,False,-1,2.0,Atacama
y00678,Crested Caracara,Caracara plancus,L516540,Río Huasco--Desembocadura,2016-03-24,-28.4481664,-71.2002039,False,-1,1.0,Atacama
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L4418503,"CL-Región de Valparaíso-Olmué - -32,983x-71,134 - mar 24, 2016 12:24",2016-03-24,-32.982556,-71.1341719,True,-1,1.0,Valparaíso
pedpet1,Peruvian Diving-Petrel,Pelecanoides garnotii,L4211344,"CL-Bío-Bío-Lota-4210000 - -37,1351x-73,1465",2016-03-24,-37.13511,-73.146465,True,-1,50.0,Bío-Bío
uplgoo1,Upland Goose,Chloephaga picta,L1033151,Laguna Los Palos,2016-03-24,-52.7358759,-71.0616302,False,-1,800.0,Magallanes
ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L1033151,Laguna Los Palos,2016-03-24,-52.7358759,-71.0616302,False,-1,250.0,Magallanes
siltea1,Silver Teal,Spatula versicolor,L1033151,Laguna Los Palos,2016-03-24,-52.7358759,-71.0616302,False,-1,20.0,Magallanes
magplo1,Magellanic Plover,Pluvianellus socialis,L1033151,Laguna Los Palos,2016-03-24,-52.7358759,-71.0616302,False,-1,68.0,Magallanes
whbsee2,White-bellied Seedsnipe,Attagis malouinus,L1033151,Laguna Los Palos,2016-03-24,-52.7358759,-71.0616302,False,-1,4.0,Magallanes
uplsan,Upland Sandpiper,Bartramia longicauda,L887431,Calama,2016-03-25,-22.4635197,-68.9258907,False,-1,2.0,Antofagasta
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L504551,Carrizal Bajo--Humedal,2016-03-25,-28.0840212,-71.1426115,False,-1,15.0,Atacama
gregre1,Great Grebe,Podiceps major,L3090333,Embalse Santa Juana,2016-03-25,-28.6771571,-70.6393003,False,-1,9.0,Atacama
regcoo1,Red-gartered Coot,Fulica armillata,L504551,Carrizal Bajo--Humedal,2016-03-25,-28.0840212,-71.1426115,False,-1,95.0,Atacama
blkrai,Black Rail,Laterallus jamaicensis,L504551,Carrizal Bajo--Humedal,2016-03-25,-28.0840212,-71.1426115,False,-1,1.0,Atacama
ausneg1,Austral Negrito,Lessonia rufa,L504551,Carrizal Bajo--Humedal,2016-03-25,-28.0840212,-71.1426115,False,-1,9.0,Atacama
leasan,Least Sandpiper,Calidris minutilla,L602292,Desembocadura Río Elqui,2016-03-25,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
osprey,Osprey,Pandion haliaetus,L602292,Desembocadura Río Elqui,2016-03-25,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3180870,Baquedano,2016-03-25,-23.3341885,-69.8401308,False,-1,1.0,Antofagasta
fotfly,Fork-tailed Flycatcher,Tyrannus savana,L3180870,Baquedano,2016-03-25,-23.3341885,-69.8401308,False,-1,2.0,Antofagasta
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L1557345,Caleu - Lo Marín,2016-03-25,-32.9888318,-70.9765152,True,-1,2.0,Región Metropolitana de Santiago
whtcar1,White-throated Caracara,Daptrius albogularis,L4777805,"ancud, camino lechagua",2016-03-25,-41.8808445,-73.8688838,True,-1,1.0,Los Lagos
pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L3311162,Parque Público Comunitario Panul,2016-03-25,-33.5387477,-70.5237722,False,-1,1.0,Región Metropolitana de Santiago
amgplo,American Golden-Plover,Pluvialis dominica,L3527120,HUMEDAL DE LLUTA,2016-03-25,-18.4166817,-70.3260425,True,-1,33.0,Arica y Parinacota
stisan,Stilt Sandpiper,Calidris himantopus,L3527120,HUMEDAL DE LLUTA,2016-03-25,-18.4166817,-70.3260425,True,-1,5.0,Arica y Parinacota
grhgul,Gray-hooded Gull,Chroicocephalus cirrocephalus,L3527120,HUMEDAL DE LLUTA,2016-03-25,-18.4166817,-70.3260425,True,-1,1.0,Arica y Parinacota
lotjae,Long-tailed Jaeger,Stercorarius longicaudus,L3502120,Bahía Mejillones--Mar adentro,2016-03-25,-23.0507527,-70.4700451,False,-1,2.0,Antofagasta
swtgul1,Swallow-tailed Gull,Creagrus furcatus,L3502120,Bahía Mejillones--Mar adentro,2016-03-25,-23.0507527,-70.4700451,False,-1,2.0,Antofagasta
bulshe,Buller's Shearwater,Ardenna bulleri,L3502120,Bahía Mejillones--Mar adentro,2016-03-25,-23.0507527,-70.4700451,False,-1,2.0,Antofagasta
manshe,Manx Shearwater,Puffinus puffinus,L3502120,Bahía Mejillones--Mar adentro,2016-03-25,-23.0507527,-70.4700451,False,-1,1.0,Antofagasta
chifla1,Chilean Flamingo,Phoenicopterus chilensis,L1819549,SN Humedales de Tongoy--Salinas Chicas,2016-03-26,-30.2828485,-71.5062434,False,-1,1.0,Coquimbo
patmoc1,Patagonian Mockingbird,Mimus patagonicus,L2864987,cerro castillo,2016-03-26,-51.2787837,-72.3236847,True,-1,3.0,Aisén del General Carlos Ibáñez del Campo
gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3758370,"Valle Los Naranjos, Curacaví",2016-03-26,-33.376536,-71.187489,True,-1,23.0,Región Metropolitana de Santiago
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,L4311227,Salar De Ascotán--Vertiente 12,2016-03-26,-21.5981158,-68.2402924,False,-1,1.0,Antofagasta
rebhaw2,Variable Hawk,Geranoaetus polyosoma,L4635063,Morro  Moreno Sur,2016-03-26,-23.4920991,-70.5763435,True,-1,11.0,Antofagasta
mallar3,Mallard,Anas platyrhynchos,L861844,Humedal Urbano Cartagena,2016-03-26,-33.5350454,-71.6022348,False,1,2.0,Valparaíso
libher,Little Blue Heron,Egretta caerulea,L602292,Desembocadura Río Elqui,2016-03-26,-29.8940107,-71.2723231,True,-1,1.0,Coquimbo
andduc1,Andean Duck,Oxyura ferruginea,L2978512,Embalse Conchi,2016-03-26,-22.0013101,-68.6109495,False,-1,1.0,Antofagasta
cosswa1,Coscoroba Swan,Coscoroba coscoroba,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,7.0,Atacama
blhduc1,Black-headed Duck,Heteronetta atricapilla,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,1.0,Atacama
lakduc1,Lake Duck,Oxyura vittata,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,10.0,Atacama
soasni3,Magellanic Snipe,Gallinago magellanica,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,2.0,Atacama
commin1,Common Miner,Geositta cunicularia,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,2.0,Atacama
ausneg1,Austral Negrito,Lessonia rufa,L516540,Río Huasco--Desembocadura,2016-03-26,-28.4481664,-71.2002039,False,-1,16.0,Atacama
