FireID,FireSeason,RegionCode,Region_CONAF,FireName_CONAF,Area_CONAF [ha],IgnitionDate_CONAF,ControlDate_CONAF,Latitude [°],Longitude [°],FireScar,FolderLocation,FireScarImgName,PreFireImgName,PostFireImgName,RdNBRImgName,SeverityImgName,FireScarVectorName,SeverityVectorName,Threshold,NorthBoundLatitude [°],SouthBoundLatitude [°],WestBoundLongitude [°],EastBoundLongitude [°],Width [pixels],Height [pixels],TotalArea [m2],AreaUnchS [m2],AreaLowS [m2],AreaModS [m2],AreaHighS [m2],FireScarPolygons,SeverityPolygons,OverlapIDs,Observations
ID176738,2015,CL-LI,Ohiggins,LA FUENTE,24.0,2015-03-08,2015-03-08,-34.1978,-71.659,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176738_u550_20150308.tif,ImgPreF_CL-LI_ID176738_u550_20150308.tif,ImgPosF_CL-LI_ID176738_u550_20150308.tif,RdNBR_CL-LI_ID176738_u550_20150308.tif,Severity_CL-LI_ID176738_u550_20150308.tif,FireScar_CL-LI_ID176738_u550_20150308.shp,Severity_CL-LI_ID176738_u550_20150308.shp,550.0,-34.1961679205778,-34.20155781228252,-71.66265263299279,-71.65618476294712,24.0,20.0,223503.202575684,0.0,0.0,13365.7348632813,210137.467712402,1.0,13.0,,
ID176739,2015,CL-BI,BioBio,EL ARENAL,24.0,2015-03-10,2015-03-10,-37.0827,-72.5739,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176739_u350_20150310.tif,ImgPreF_CL-BI_ID176739_u350_20150310.tif,ImgPosF_CL-BI_ID176739_u350_20150310.tif,RdNBR_CL-BI_ID176739_u350_20150310.tif,Severity_CL-BI_ID176739_u350_20150310.tif,FireScar_CL-BI_ID176739_u350_20150310.shp,Severity_CL-BI_ID176739_u350_20150310.shp,350.0,-37.0816464446981,-37.0913482497666,-72.5775867498685,-72.57246635274902,19.0,36.0,225021.992431641,0.0,0.0,100328.299987793,124693.692443848,1.0,29.0,,
ID176740,2015,CL-AR,Araucania,SANTA CLARA,24.0,2015-03-10,2015-03-10,-38.1989,-72.8031,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176740_u300_20150310.tif,ImgPreF_CL-AR_ID176740_u300_20150310.tif,ImgPosF_CL-AR_ID176740_u300_20150310.tif,RdNBR_CL-AR_ID176740_u300_20150310.tif,Severity_CL-AR_ID176740_u300_20150310.tif,FireScar_CL-AR_ID176740_u300_20150310.shp,Severity_CL-AR_ID176740_u300_20150310.shp,300.0,-38.1892691900175,-38.21136774600685,-72.80908259858609,-72.78860101010815,76.0,82.0,1522432.37921143,0.0,15535.1673583984,735097.1475830079,771800.06427002,1.0,134.0,,
ID176742,2015,CL-BI,BioBio,ALTO OHIGGINS IX,24.0,2015-01-13,2015-01-13,-37.7394,-72.2306,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176742_u350_20150113.tif,ImgPreF_CL-BI_ID176742_u350_20150113.tif,ImgPosF_CL-BI_ID176742_u350_20150113.tif,RdNBR_CL-BI_ID176742_u350_20150113.tif,Severity_CL-BI_ID176742_u350_20150113.tif,FireScar_CL-BI_ID176742_u350_20150113.shp,Severity_CL-BI_ID176742_u350_20150113.shp,350.0,-37.737326770577,-37.74514211354884,-72.23317266993709,-72.22778277823237,20.0,29.0,248675.774169922,0.0,0.0,40498.5211791992,208177.252990723,1.0,21.0,,
ID176743,2015,CL-BI,BioBio,CHOQUE,24.0,2015-02-07,2015-02-07,-38.3522,-73.275,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176744,2015,CL-AR,Araucania,SAN JOSE ERCILLA,25.0,2015-01-07,2015-01-07,-38.1386,-72.3591,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176745,2015,CL-VS,Valparaiso,FUNDO LA CANABINA,25.0,2014-11-22,2014-11-22,-32.7511,-70.4344,1,FireScar_CL-VS_Valparaiso_2015,FireScar_CL-VS_ID176745_u380_20141122.tif,ImgPreF_CL-VS_ID176745_u380_20141122.tif,ImgPosF_CL-VS_ID176745_u380_20141122.tif,RdNBR_CL-VS_ID176745_u380_20141122.tif,Severity_CL-VS_ID176745_u380_20141122.tif,FireScar_CL-VS_ID176745_u380_20141122.shp,Severity_CL-VS_ID176745_u380_20141122.shp,380.0,-32.7454785682532,-32.75518037332169,-70.4404946889482,-70.43052338929448,37.0,36.0,153230.004882813,0.0,0.0,62650.3967285156,90579.60815429688,2.0,33.0,,
ID176746,2015,CL-LI,Ohiggins,CONVENTO VIEJO,25.0,2015-01-01,2015-01-01,-34.7368,-71.1317,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176746_u210_20150101.tif,ImgPreF_CL-LI_ID176746_u210_20150101.tif,ImgPosF_CL-LI_ID176746_u210_20150101.tif,RdNBR_CL-LI_ID176746_u210_20150101.tif,Severity_CL-LI_ID176746_u210_20150101.tif,FireScar_CL-LI_ID176746_u210_20150101.shp,Severity_CL-LI_ID176746_u210_20150101.shp,210.0,-34.736774058561,-34.74809283114092,-71.1330957730043,-71.12554992461769,28.0,42.0,303233.905029297,0.0,84847.1667480469,169692.60534668,48694.13293457031,3.0,90.0,,
ID176747,2015,CL-LI,Ohiggins,PIMPINELA,25.0,2015-03-13,2015-03-13,-34.3569,-70.7542,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176747_u490_20150313.tif,ImgPreF_CL-LI_ID176747_u490_20150313.tif,ImgPosF_CL-LI_ID176747_u490_20150313.tif,RdNBR_CL-LI_ID176747_u490_20150313.tif,Severity_CL-LI_ID176747_u490_20150313.tif,FireScar_CL-LI_ID176747_u490_20150313.shp,Severity_CL-LI_ID176747_u490_20150313.shp,490.0,-34.3573256825489,-34.36217658508315,-70.7571508266003,-70.75149144031035,21.0,18.0,117842.008544922,0.0,0.0,57809.4671020508,60032.5414428711,1.0,23.0,,
ID176748,2015,CL-ML,Maule,HUILLIN NORTE,25.0,2015-01-09,2015-01-09,-35.4414,-72.1803,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176748_u350_20150109.tif,ImgPreF_CL-ML_ID176748_u350_20150109.tif,ImgPosF_CL-ML_ID176748_u350_20150109.tif,RdNBR_CL-ML_ID176748_u350_20150109.tif,Severity_CL-ML_ID176748_u350_20150109.tif,FireScar_CL-ML_ID176748_u350_20150109.shp,Severity_CL-ML_ID176748_u350_20150109.shp,350.0,-35.3814051064451,-35.58083109951974,-72.21296057604441,-72.07120642421027,526.0,740.0,98049964.7610474,0.0,0.0,29454902.4294434,68595062.331604,80.0,4733.0,ID177219,
ID176749,2015,CL-ML,Maule,LA CANTERA DE TRAPICHE,26.0,2015-01-03,2015-01-03,-34.9615,-71.3785,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176749_u400_20150103.tif,ImgPreF_CL-ML_ID176749_u400_20150103.tif,ImgPosF_CL-ML_ID176749_u400_20150103.tif,RdNBR_CL-ML_ID176749_u400_20150103.tif,Severity_CL-ML_ID176749_u400_20150103.tif,FireScar_CL-ML_ID176749_u400_20150103.shp,Severity_CL-ML_ID176749_u400_20150103.shp,400.0,-34.9547951780168,-34.96234102640341,-71.3821087697622,-71.37429342679036,29.0,28.0,257565.301696777,0.0,0.0,156747.190551758,100818.11114502,1.0,22.0,,
ID176750,2015,CL-ML,Maule,LO VALENZUELA // LA LEONERA,25.0,2015-02-13,2015-02-13,-35.2861,-71.9197,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176750_u600_20150213.tif,ImgPreF_CL-ML_ID176750_u600_20150213.tif,ImgPosF_CL-ML_ID176750_u600_20150213.tif,RdNBR_CL-ML_ID176750_u600_20150213.tif,Severity_CL-ML_ID176750_u600_20150213.tif,FireScar_CL-ML_ID176750_u600_20150213.shp,Severity_CL-ML_ID176750_u600_20150213.shp,600.0,-35.2835785720045,-35.28708200161257,-71.92001996189299,-71.91651653228492,13.0,13.0,49844.65710449219,0.0,0.0,5131.053039550779,44713.6040649414,1.0,6.0,,
ID176751,2015,CL-BI,BioBio,PICOLTUE,25.0,2015-01-11,2015-01-11,-37.693,-72.2386,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176751_u450_20150111.tif,ImgPreF_CL-BI_ID176751_u450_20150111.tif,ImgPosF_CL-BI_ID176751_u450_20150111.tif,RdNBR_CL-BI_ID176751_u450_20150111.tif,Severity_CL-BI_ID176751_u450_20150111.tif,FireScar_CL-BI_ID176751_u450_20150111.shp,Severity_CL-BI_ID176751_u450_20150111.shp,450.0,-37.68666178855261,-37.70498742034865,-72.2436829587613,-72.22320137028336,76.0,68.0,1449567.64160156,0.0,0.0,260920.913391113,1188646.72821045,2.0,132.0,ID176915,
ID176752,2015,CL-BI,BioBio,MALALCURA,25.0,2015-02-26,2015-02-26,-36.5558,-71.5095,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176753,2015,CL-BI,BioBio,VILLA ENTEL VI,25.0,2015-03-12,2015-03-12,-37.3889,-72.3397,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176753_u500_20150312.tif,ImgPreF_CL-BI_ID176753_u500_20150312.tif,ImgPosF_CL-BI_ID176753_u500_20150312.tif,RdNBR_CL-BI_ID176753_u500_20150312.tif,Severity_CL-BI_ID176753_u500_20150312.tif,FireScar_CL-BI_ID176753_u500_20150312.shp,Severity_CL-BI_ID176753_u500_20150312.shp,500.0,-37.3697361563153,-37.39075673396371,-72.3425874715428,-72.33261617188907,37.0,78.0,648933.031738281,0.0,0.0,196322.274291992,452610.757446289,5.0,122.0,"ID176442, ID176651, ID176885, ID177019, ID177133",
ID176754,2015,CL-BI,BioBio,RESERVA NUBLE III (LAS PERDICES),25.0,2015-03-28,2015-03-28,-36.9721,-71.3475,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176754_u470_20150328.tif,ImgPreF_CL-BI_ID176754_u470_20150328.tif,ImgPosF_CL-BI_ID176754_u470_20150328.tif,RdNBR_CL-BI_ID176754_u470_20150328.tif,Severity_CL-BI_ID176754_u470_20150328.tif,FireScar_CL-BI_ID176754_u470_20150328.shp,Severity_CL-BI_ID176754_u470_20150328.shp,470.0,-36.9735791160186,-36.97843001855285,-71.3465354845111,-71.33898963612448,28.0,18.0,142096.529724121,0.0,0.0,38036.2353515625,104060.294372559,1.0,21.0,,The ignition point is located in the current CL-NB region
ID176755,2015,CL-AR,Araucania,ALBA EL,25.0,2015-02-11,2015-02-11,-38.1533,-72.5096,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176755_u300_20150211.tif,ImgPreF_CL-AR_ID176755_u300_20150211.tif,ImgPosF_CL-AR_ID176755_u300_20150211.tif,RdNBR_CL-AR_ID176755_u300_20150211.tif,Severity_CL-AR_ID176755_u300_20150211.tif,FireScar_CL-AR_ID176755_u300_20150211.shp,Severity_CL-AR_ID176755_u300_20150211.shp,300.0,-38.11623615741861,-38.14264662677174,-72.5339286270603,-72.50751815770718,98.0,98.0,1206593.72485352,0.0,38874.387878418,617771.9520263671,549947.38494873,6.0,155.0,"ID176941, ID177043, ID177044, ID177052",
ID176756,2015,CL-AR,Araucania,SAN LUIS ALONSO,25.0,2015-02-22,2015-02-22,-38.4722,-72.6603,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176757,2015,CL-LL,Los Lagos,VALLE EL CARDONAL,25.0,2015-03-24,2015-03-24,-41.4343,-72.9881,1,FireScar_CL-LL_LosLagos_2015,FireScar_CL-LL_ID176757_u350_20150324.tif,ImgPreF_CL-LL_ID176757_u350_20150324.tif,ImgPosF_CL-LL_ID176757_u350_20150324.tif,RdNBR_CL-LL_ID176757_u350_20150324.tif,Severity_CL-LL_ID176757_u350_20150324.tif,FireScar_CL-LL_ID176757_u350_20150324.shp,Severity_CL-LL_ID176757_u350_20150324.shp,350.0,-41.43263652333111,-41.44638074717814,-72.9901829598646,-72.97158783348331,69.0,51.0,567595.2415161129,0.0,0.0,299979.689453125,267615.552062988,4.0,53.0,,
ID176758,2015,CL-LL,Los Lagos,PLAYA DIAZ,25.0,2015-03-24,2015-03-24,-40.4535,-73.7373,1,FireScar_CL-LL_LosLagos_2015,FireScar_CL-LL_ID176758_u180_20150324.tif,ImgPreF_CL-LL_ID176758_u180_20150324.tif,ImgPosF_CL-LL_ID176758_u180_20150324.tif,RdNBR_CL-LL_ID176758_u180_20150324.tif,Severity_CL-LL_ID176758_u180_20150324.tif,FireScar_CL-LL_ID176758_u180_20150324.shp,Severity_CL-LL_ID176758_u180_20150324.shp,180.0,-40.4492507818054,-40.45625764102153,-73.7404558851612,-73.7269811558994,50.0,26.0,127929.143188477,0.0,62938.3745727539,51992.44146728519,12998.3271484375,11.0,59.0,,
ID176759,2015,CL-AR,Araucania,PARCELAS TRANQUENANCO,25.0,2015-01-09,2015-01-09,-37.935,-72.2139,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176759_u300_20150109.tif,ImgPreF_CL-AR_ID176759_u300_20150109.tif,ImgPosF_CL-AR_ID176759_u300_20150109.tif,RdNBR_CL-AR_ID176759_u300_20150109.tif,Severity_CL-AR_ID176759_u300_20150109.tif,FireScar_CL-AR_ID176759_u300_20150109.shp,Severity_CL-AR_ID176759_u300_20150109.shp,300.0,-37.91923561561121,-37.93756124740725,-72.2178114785786,-72.20164180346444,60.0,68.0,709441.5131225591,0.0,25515.7520751953,326734.501708984,357191.259338379,3.0,90.0,"ID176452, ID176839",
ID176760,2015,CL-LI,Ohiggins,FUNDO LA RAMIRANA,25.0,2014-11-26,2014-11-26,-34.8403,-71.7411,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176760_u550_20141126.tif,ImgPreF_CL-LI_ID176760_u550_20141126.tif,ImgPosF_CL-LI_ID176760_u550_20141126.tif,RdNBR_CL-LI_ID176760_u550_20141126.tif,Severity_CL-LI_ID176760_u550_20141126.tif,FireScar_CL-LI_ID176760_u550_20141126.shp,Severity_CL-LI_ID176760_u550_20141126.shp,550.0,-34.8321751417344,-34.83864301178006,-71.7445789869045,-71.73649414934742,30.0,24.0,234361.442016602,0.0,0.0,19161.6724853516,215199.76953125,1.0,20.0,,
ID176761,2015,CL-AR,Araucania,PEUMO MALLECO,25.0,2015-03-24,2015-03-24,-37.9374,-72.4936,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176762,2015,CL-LR,Los Rios,PLAZA DE ARMAS,26.0,2015-03-04,2015-03-04,-39.6874,-73.1537,1,FireScar_CL-LR_LosRios_2015,FireScar_CL-LR_ID176762_u570_20150304.tif,ImgPreF_CL-LR_ID176762_u570_20150304.tif,ImgPosF_CL-LR_ID176762_u570_20150304.tif,RdNBR_CL-LR_ID176762_u570_20150304.tif,Severity_CL-LR_ID176762_u570_20150304.tif,FireScar_CL-LR_ID176762_u570_20150304.shp,Severity_CL-LR_ID176762_u570_20150304.shp,570.0,-39.6787657626161,-39.69439644855979,-73.1672409023646,-73.14891527056855,68.0,58.0,775438.8860473629,0.0,0.0,199911.244506836,575527.641540527,3.0,116.0,,
ID176763,2015,CL-LI,Ohiggins,CHACAYES,26.0,2015-02-13,2015-02-13,-34.7794,-71.5519,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176763_u330_20150213.tif,ImgPreF_CL-LI_ID176763_u330_20150213.tif,ImgPosF_CL-LI_ID176763_u330_20150213.tif,RdNBR_CL-LI_ID176763_u330_20150213.tif,Severity_CL-LI_ID176763_u330_20150213.tif,FireScar_CL-LI_ID176763_u330_20150213.shp,Severity_CL-LI_ID176763_u330_20150213.shp,330.0,-34.7766592571759,-34.78231864346586,-71.5559327772394,-71.54811743426757,29.0,21.0,139382.610168457,0.0,0.0,88497.1571044922,50885.45306396481,2.0,18.0,,
ID176764,2015,CL-BI,BioBio,SANTA DORALIZA,26.0,2015-02-18,2015-02-18,-38.127,-73.2406,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176764_u350_20150218.tif,ImgPreF_CL-BI_ID176764_u350_20150218.tif,ImgPosF_CL-BI_ID176764_u350_20150218.tif,RdNBR_CL-BI_ID176764_u350_20150218.tif,Severity_CL-BI_ID176764_u350_20150218.tif,FireScar_CL-BI_ID176764_u350_20150218.shp,Severity_CL-BI_ID176764_u350_20150218.shp,350.0,-38.1253989733166,-38.13537027297033,-73.2435078699863,-73.23515353784398,31.0,37.0,173878.482421875,0.0,0.0,156914.78112793,16963.7012939453,2.0,12.0,,
ID176765,2015,CL-BI,BioBio,LA ISLA,26.0,2015-02-15,2015-02-15,-37.5714,-72.3111,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176765_u350_20150215.tif,ImgPreF_CL-BI_ID176765_u350_20150215.tif,ImgPosF_CL-BI_ID176765_u350_20150215.tif,RdNBR_CL-BI_ID176765_u350_20150215.tif,Severity_CL-BI_ID176765_u350_20150215.tif,FireScar_CL-BI_ID176765_u350_20150215.shp,Severity_CL-BI_ID176765_u350_20150215.shp,350.0,-37.5667366981227,-37.57374355733884,-72.3113260996555,-72.30485822960983,24.0,26.0,186573.87298584,0.0,0.0,85454.1405029297,101119.73248291,1.0,17.0,,
ID176766,2015,CL-BI,BioBio,LAUTARO,26.0,2015-02-01,2015-02-01,-38.0314,-73.34,0,,,,,,,,,,,,,,,,,,,,,,,,
ID176767,2015,CL-VS,Valparaiso,POMPEYA SUR II,26.0,2015-06-15,2015-06-15,-33.0544,-71.4711,1,FireScar_CL-VS_Valparaiso_2015,FireScar_CL-VS_ID176767_u380_20150615.tif,ImgPreF_CL-VS_ID176767_u380_20150615.tif,ImgPosF_CL-VS_ID176767_u380_20150615.tif,RdNBR_CL-VS_ID176767_u380_20150615.tif,Severity_CL-VS_ID176767_u380_20150615.tif,FireScar_CL-VS_ID176767_u380_20150615.shp,Severity_CL-VS_ID176767_u380_20150615.shp,380.0,-33.0510854279107,-33.05863127629731,-71.4753538962539,-71.46915552079348,23.0,28.0,209133.91973877,0.0,0.0,59430.13366699219,149703.786071777,1.0,38.0,,
ID176768,2015,CL-BI,BioBio,DIUTO,26.0,2015-01-06,2015-01-06,-37.4161,-72.0825,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176768_u450_20150106.tif,ImgPreF_CL-BI_ID176768_u450_20150106.tif,ImgPosF_CL-BI_ID176768_u450_20150106.tif,RdNBR_CL-BI_ID176768_u450_20150106.tif,Severity_CL-BI_ID176768_u450_20150106.tif,FireScar_CL-BI_ID176768_u450_20150106.shp,Severity_CL-BI_ID176768_u450_20150106.shp,450.0,-37.4117773116121,-37.42094012751012,-72.08090822927879,-72.07524884298884,21.0,34.0,225482.860961914,0.0,0.0,77777.66839599611,147705.192565918,1.0,26.0,,
ID176769,2015,CL-ML,Maule,LA GLORIA,26.0,2015-01-20,2015-01-20,-36.1237,-71.8323,1,FireScar_CL-ML_Maule_2015,FireScar_CL-ML_ID176769_u650_20150120.tif,ImgPreF_CL-ML_ID176769_u650_20150120.tif,ImgPosF_CL-ML_ID176769_u650_20150120.tif,RdNBR_CL-ML_ID176769_u650_20150120.tif,Severity_CL-ML_ID176769_u650_20150120.tif,FireScar_CL-ML_ID176769_u650_20150120.shp,Severity_CL-ML_ID176769_u650_20150120.shp,650.0,-36.1225152158437,-36.13491196676456,-71.8364766404699,-71.82704432998663,35.0,46.0,343128.184753418,0.0,0.0,0.0,343128.184753418,2.0,2.0,ID176538,
ID176770,2015,CL-BI,BioBio,SAN LUIS DE PAL PAL,26.0,2015-01-26,2015-01-26,-37.0028,-71.9518,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176770_u650_20150126.tif,ImgPreF_CL-BI_ID176770_u650_20150126.tif,ImgPosF_CL-BI_ID176770_u650_20150126.tif,RdNBR_CL-BI_ID176770_u650_20150126.tif,Severity_CL-BI_ID176770_u650_20150126.tif,FireScar_CL-BI_ID176770_u650_20150126.shp,Severity_CL-BI_ID176770_u650_20150126.shp,650.0,-37.007265939173,-37.01319482004819,-71.9814647273268,-71.97176292225829,36.0,22.0,171444.07989502,0.0,0.0,0.0,171444.07989502,1.0,1.0,"ID176540, ID176665",The ignition point is located in the current CL-NB region
ID176771,2015,CL-VS,Valparaiso,FRUTILLAR,26.0,2014-12-22,2014-12-22,-33.0253,-71.4103,1,FireScar_CL-VS_Valparaiso_2015,FireScar_CL-VS_ID176771_u380_20141222.tif,ImgPreF_CL-VS_ID176771_u380_20141222.tif,ImgPosF_CL-VS_ID176771_u380_20141222.tif,RdNBR_CL-VS_ID176771_u380_20141222.tif,Severity_CL-VS_ID176771_u380_20141222.tif,FireScar_CL-VS_ID176771_u380_20141222.shp,Severity_CL-VS_ID176771_u380_20141222.shp,380.0,-33.01605113183,-33.02736990440992,-71.4109446903825,-71.40097339072877,37.0,42.0,265650.785461426,0.0,0.0,181365.279724121,84285.5057373047,3.0,48.0,,
ID176772,2015,CL-BI,BioBio,ALHUELEMU VII,26.0,2015-02-01,2015-02-01,-37.8225,-72.4058,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176772_u550_20150201.tif,ImgPreF_CL-BI_ID176772_u550_20150201.tif,ImgPosF_CL-BI_ID176772_u550_20150201.tif,RdNBR_CL-BI_ID176772_u550_20150201.tif,Severity_CL-BI_ID176772_u550_20150201.tif,FireScar_CL-BI_ID176772_u550_20150201.shp,Severity_CL-BI_ID176772_u550_20150201.shp,550.0,-37.8192531244887,-37.82356503785248,-72.4075356665847,-72.40295425863569,17.0,16.0,48972.3509521484,0.0,0.0,14194.8239135742,34777.5270385742,2.0,13.0,ID176628,
ID176773,2015,CL-AR,Araucania,PC 13 LT A REQUEN,26.0,2015-03-11,2015-03-11,-38.0039,-72.5539,1,FireScar_CL-AR_Araucania_2015,FireScar_CL-AR_ID176773_u350_20150311.tif,ImgPreF_CL-AR_ID176773_u350_20150311.tif,ImgPosF_CL-AR_ID176773_u350_20150311.tif,RdNBR_CL-AR_ID176773_u350_20150311.tif,Severity_CL-AR_ID176773_u350_20150311.tif,FireScar_CL-AR_ID176773_u350_20150311.shp,Severity_CL-AR_ID176773_u350_20150311.shp,350.0,-37.9930771319658,-38.02406900926794,-72.58459360908459,-72.52907772452598,206.0,115.0,5169438.35198975,0.0,0.0,2019779.8269043,3149658.52508545,13.0,449.0,"ID176944, ID177195",
ID176774,2015,CL-LI,Ohiggins,LA QUESERIA,27.0,2014-12-21,2014-12-21,-34.6565,-71.8811,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176774_u495_20141221.tif,ImgPreF_CL-LI_ID176774_u495_20141221.tif,ImgPosF_CL-LI_ID176774_u495_20141221.tif,RdNBR_CL-LI_ID176774_u495_20141221.tif,Severity_CL-LI_ID176774_u495_20141221.tif,FireScar_CL-LI_ID176774_u495_20141221.shp,Severity_CL-LI_ID176774_u495_20141221.shp,495.0,-34.6537697263083,-34.66158506928015,-71.8860636441533,-71.87447537698814,43.0,29.0,161740.473205566,0.0,0.0,50960.0269165039,110780.446289063,7.0,31.0,,
ID176775,2015,CL-BI,BioBio,DANQUILCO 2,27.0,2015-02-16,2015-02-16,-36.891,-72.4748,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176775_u300_20150216.tif,ImgPreF_CL-BI_ID176775_u300_20150216.tif,ImgPosF_CL-BI_ID176775_u300_20150216.tif,RdNBR_CL-BI_ID176775_u300_20150216.tif,Severity_CL-BI_ID176775_u300_20150216.tif,FireScar_CL-BI_ID176775_u300_20150216.shp,Severity_CL-BI_ID176775_u300_20150216.shp,300.0,-36.88302893537929,-36.89300023503303,-72.4765262804051,-72.46951942118896,26.0,37.0,168838.526733398,0.0,7184.746459960941,125012.630859375,36641.1494140625,2.0,32.0,ID176716,The ignition point is located in the current CL-NB region
ID176776,2015,CL-BI,BioBio,SANTA TERESA - PENAFLOR,27.0,2015-01-10,2015-01-10,-37.2425,-72.6969,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176776_u570_20150110.tif,ImgPreF_CL-BI_ID176776_u570_20150110.tif,ImgPosF_CL-BI_ID176776_u570_20150110.tif,RdNBR_CL-BI_ID176776_u570_20150110.tif,Severity_CL-BI_ID176776_u570_20150110.tif,FireScar_CL-BI_ID176776_u570_20150110.shp,Severity_CL-BI_ID176776_u570_20150110.shp,570.0,-37.2387617878906,-37.24576864710674,-72.6972423457132,-72.69212194859372,19.0,26.0,90829.19213867188,0.0,0.0,12158.0997314453,78671.0924072266,2.0,17.0,,
ID176777,2015,CL-LI,Ohiggins,LAS PITRAS,27.0,2015-01-12,2015-01-12,-34.4552,-71.7005,1,FireScar_CL-LI_Ohiggins_2015,FireScar_CL-LI_ID176777_u420_20150112.tif,ImgPreF_CL-LI_ID176777_u420_20150112.tif,ImgPosF_CL-LI_ID176777_u420_20150112.tif,RdNBR_CL-LI_ID176777_u420_20150112.tif,Severity_CL-LI_ID176777_u420_20150112.tif,FireScar_CL-LI_ID176777_u420_20150112.shp,Severity_CL-LI_ID176777_u420_20150112.shp,420.0,-34.4481453577734,-34.45730817367142,-71.7033463153634,-71.68043927561834,85.0,34.0,353143.217895508,0.0,0.0,108088.852478027,245054.36541748,6.0,78.0,,
ID176778,2015,CL-LL,Los Lagos,DONA DINA,27.0,2015-02-17,2015-02-17,-41.4394,-72.9669,1,FireScar_CL-LL_LosLagos_2015,FireScar_CL-LL_ID176778_u414_20150217.tif,ImgPreF_CL-LL_ID176778_u414_20150217.tif,ImgPosF_CL-LL_ID176778_u414_20150217.tif,RdNBR_CL-LL_ID176778_u414_20150217.tif,Severity_CL-LL_ID176778_u414_20150217.tif,FireScar_CL-LL_ID176778_u414_20150217.shp,Severity_CL-LL_ID176778_u414_20150217.shp,414.0,-41.438295909621,-41.44826720927473,-72.9713183388981,-72.95757411505106,51.0,37.0,320193.469665527,0.0,0.0,208968.815917969,111224.653747559,1.0,51.0,,
ID176779,2015,CL-VS,Valparaiso,ENLACE LAUTARO,28.0,2015-01-08,2015-01-08,-32.8033,-71.2039,1,FireScar_CL-VS_Valparaiso_2015,FireScar_CL-VS_ID176779_u340_20150108.tif,ImgPreF_CL-VS_ID176779_u340_20150108.tif,ImgPosF_CL-VS_ID176779_u340_20150108.tif,RdNBR_CL-VS_ID176779_u340_20150108.tif,Severity_CL-VS_ID176779_u340_20150108.tif,FireScar_CL-VS_ID176779_u340_20150108.shp,Severity_CL-VS_ID176779_u340_20150108.shp,340.0,-32.7996469798856,-32.81123524705075,-71.21044071896699,-71.19804396804614,46.0,43.0,301745.069519043,0.0,0.0,211977.511047363,89767.5584716797,2.0,37.0,,
ID176780,2015,CL-BI,BioBio,MANZANO MIRAMAR,28.0,2015-02-19,2015-02-19,-36.9587,-73.0494,1,FireScar_CL-BI_BioBio_2015,FireScar_CL-BI_ID176780_u350_20150219.tif,ImgPreF_CL-BI_ID176780_u350_20150219.tif,ImgPosF_CL-BI_ID176780_u350_20150219.tif,RdNBR_CL-BI_ID176780_u350_20150219.tif,Severity_CL-BI_ID176780_u350_20150219.tif,FireScar_CL-BI_ID176780_u350_20150219.shp,Severity_CL-BI_ID176780_u350_20150219.shp,350.0,-36.9423177441312,-36.97546557811523,-73.0885484834757,-73.04542934983795,160.0,123.0,4591287.94696045,0.0,0.0,2402638.37414551,2188649.57281494,4.0,380.0,"ID177105, ID177152, ID177184",
