SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anthochaera sp.,wattlebird sp.,wattle1,spuh,17429.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gavicalis versicolor,Varied Honeyeater,varhon1,species,17430.0,VAHO,GAVE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gavicalis fasciogularis,Mangrove Honeyeater,manhon1,species,17435.0,MAHO,GAFA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gavicalis virescens,Singing Honeyeater,sinhon1,species,17436.0,SIHO,GAVI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gavicalis sp.,Gavicalis sp.,gavica1,spuh,17441.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula ornata,Yellow-plumed Honeyeater,yephon1,species,17442.0,YPHO,PTOR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula penicillata,White-plumed Honeyeater,whphon1,species,17443.0,WPHO,PTPE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula flavescens,Yellow-tinted Honeyeater,yethon2,species,17448.0,YTHO,PTFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula fusca,Fuscous Honeyeater,fushon1,species,17451.0,FUHO,PTFU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula keartlandi,Gray-headed Honeyeater,gyhhon1,species,17454.0,GHHO,PTKE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptilotula plumula,Gray-fronted Honeyeater,gyfhon1,species,17455.0,GFHO,PTPL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Stresemannia bougainvillei,Bougainville Honeyeater,bouhon1,species,17459.0,BOHO,STBO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ramsayornis modestus,Brown-backed Honeyeater,brbhon1,species,17460.0,BBHO,RAMO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ramsayornis fasciatus,Bar-breasted Honeyeater,babhon1,species,17461.0,BBHO,RAFA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,species,17462.0,RBHO,COAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,species,17465.0,RTHO,CORU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Conopophila whitei,Gray Honeyeater,gryhon1,species,17466.0,GRHO,COWH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ashbyia lovensis,Gibber Chat,descha1,species,17467.0,GICH GIBB,ASLO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Epthianura crocea,Yellow Chat,yelcha1,species,17468.0,YECH,EPCR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Epthianura tricolor,Crimson Chat,cricha1,species,17472.0,CRCH,EPTR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Epthianura aurifrons,Orange Chat,oracha1,species,17473.0,ORCH,EPAU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Epthianura albifrons,White-fronted Chat,whfcha1,species,17474.0,WFCH,EPAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melipotes gymnops,Arfak Honeyeater,arfhon1,species,17475.0,ARHO,MEGY,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melipotes fumigatus,Smoky Honeyeater,smohon1,species,17476.0,CSHO SMHO,MEFU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melipotes carolae,Foja Honeyeater,washon1,species,17480.0,FOHO WSHO,MECA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melipotes ater,Spangled Honeyeater,spahon1,species,17481.0,SPHO,MEAT,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melipotes sp.,Melipotes sp.,melipo1,spuh,17482.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Macgregoria pulchra,Macgregor's Honeyeater,machon3,species,17483.0,MAHO,MAPU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melilestes megarhynchus,Long-billed Honeyeater,lobhon2,species,17486.0,LBHO,MEME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Timeliopsis fulvigula,Olive Straightbill,olistr1,species,17491.0,OLST,TIFU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Timeliopsis griseigula,Tawny Straightbill,tawstr1,species,17496.0,TAST,TIGR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Sugomel nigrum,Black Honeyeater,blahon1,species,17499.0,BLHO,SUNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Vosea whitemanensis,Bismarck Honeyeater,bismel1,species,17500.0,GIHO BIHO,VOWH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela blasii,Seram Myzomela,sermyz1,species,17501.0,SEMY DRMY,MYBL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela albigula,White-chinned Myzomela,whcmyz1,species,17502.0,WCMY,MYAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela eques,Ruby-throated Myzomela,retmyz1,species,17505.0,RTMY,MYEQ,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela cineracea,Ashy Myzomela,ashmyz1,species,17510.0,ASMY,MYCI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela obscura,Dusky Myzomela,dusmyz1,species,17511.0,DUHO DTMY DBMY DUMY,MYOB,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela obscura simplex/mortyana,Dusky Myzomela (Moluccan),dusmyz4,issf,17512.0,DUHO MOMY DTMY DBMY DUMY,MYOB,,Passeriformes,Honeyeaters,Meliphagidae,dusmyz1,,,meliph3
Myzomela obscura rubrotincta,Dusky Myzomela (Obi),dusmyz3,issf,17515.0,RTMY DUHO DTMY DBMY DUMY,MYOB,,Passeriformes,Honeyeaters,Meliphagidae,dusmyz1,,,meliph3
Myzomela obscura rubrobrunnea,Dusky Myzomela (Red-brown),dusmyz2,issf,17516.0,DUHO BIMY DTMY DBMY DUMY,MYOB,,Passeriformes,Honeyeaters,Meliphagidae,dusmyz1,,,meliph3
Myzomela obscura [obscura Group],Dusky Myzomela (Dusky),dusmyz5,issf,17517.0,DUHO DTMY DUMY DBMY,MYOB,,Passeriformes,Honeyeaters,Meliphagidae,dusmyz1,,,meliph3
Myzomela cruentata,Red Myzomela,redmyz1,species,17522.0,REMY,MYCR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela cruentata cruentata/coccinea,Red Myzomela (Red),redmyz2,issf,17523.0,REMY,MYCR,,Passeriformes,Honeyeaters,Meliphagidae,redmyz1,,,meliph3
Myzomela cruentata [erythrina Group],Red Myzomela (Reddish),redmyz3,issf,17526.0,REMY,MYCR,,Passeriformes,Honeyeaters,Meliphagidae,redmyz1,,,meliph3
Myzomela nigrita,Papuan Black Myzomela,blamyz1,species,17531.0,PBMY,MYNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela pulchella,New Ireland Myzomela,neimyz1,species,17538.0,NIMY,MYPU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela prawiradilagae,Alor Myzomela,alomyz1,species,17539.0,ALMY,MYPR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,species,17540.0,WEMY CHMY,MYKU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,species,17541.0,RHMY RHHO,MYER,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela dammermani,Sumba Myzomela,summyz1,species,17544.0,SUMY,MYDA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela irianawidodoae,Rote Myzomela,rotmyz2,species,17545.0,SUMY ROMY,MYIR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela adolphinae,Elfin Myzomela,moumyz1,species,17546.0,MOMY ELMY,MYAD,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,species,17547.0,SUMY,MYCH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela chloroptera [chloroptera Group],Sulawesi Myzomela (Sulawesi),sulmyz2,issf,17548.0,SUMY,MYCH,,Passeriformes,Honeyeaters,Meliphagidae,sulmyz1,,,meliph3
Myzomela chloroptera batjanensis,Sulawesi Myzomela (Bacan),sulmyz3,issf,17553.0,BAMY SUMY,MYCH,,Passeriformes,Honeyeaters,Meliphagidae,sulmyz1,,,meliph3
Myzomela wahe,Taliabu Myzomela,talmyz1,species,17554.0,TAMY,MYWA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,species,17555.0,WAMY,MYWA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela wakoloensis elisabethae,Wakolo Myzomela (Seram),wakmyz2,issf,17556.0,WAMY,MYWA,,Passeriformes,Honeyeaters,Meliphagidae,wakmyz1,,,meliph3
Myzomela wakoloensis wakoloensis,Wakolo Myzomela (Buru),wakmyz3,issf,17557.0,WAMY,MYWA,,Passeriformes,Honeyeaters,Meliphagidae,wakmyz1,,,meliph3
Myzomela boiei,Banda Myzomela,banmyz1,species,17558.0,BAMY,MYBO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela caledonica,New Caledonian Myzomela,necmyz1,species,17561.0,NCMY,MYCA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,species,17562.0,SCHO SCMY,MYSA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela rubratra,Micronesian Myzomela,micmyz1,species,17563.0,MIMY,MYRU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela cardinalis,Cardinal Myzomela,carmyz1,species,17571.0,CAMY,MYCA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela cardinalis lifuensis,Cardinal Myzomela (Loyalty),carmyz2,issf,17572.0,CAMY,MYCA,,Passeriformes,Honeyeaters,Meliphagidae,carmyz1,,,meliph3
Myzomela cardinalis [cardinalis Group],Cardinal Myzomela (Cardinal),carmyz3,issf,17573.0,CAMY,MYCA,,Passeriformes,Honeyeaters,Meliphagidae,carmyz1,,,meliph3
Myzomela nigriventris,Samoan Myzomela,carmyz4,species,17580.0,SAMY CAMY,MYNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela chermesina,Rotuma Myzomela,rotmyz1,species,17581.0,ROMY,MYCH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela sclateri,Sclater's Myzomela,scbmyz1,species,17582.0,SCMY,MYSC,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,species,17583.0,BBMY,MYPA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela lafargei,Scarlet-naped Myzomela,scnmyz1,species,17589.0,SNMY RCMY,MYLA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela eichhorni,Yellow-vented Myzomela,yevmyz1,species,17590.0,CRMY YVMY,MYEI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela malaitae,Red-bellied Myzomela,rebmyz1,species,17594.0,RVMY RBMY MAMY,MYMA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela melanocephala,Black-headed Myzomela,blhmyz1,species,17595.0,BHMY,MYME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela tristrami,Sooty Myzomela,soomyz1,species,17596.0,SOMY,MYTR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,species,17597.0,SBMY OBMY,MYJU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,species,17598.0,BBMY,MYER,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela vulnerata,Black-breasted Myzomela,bkbmyz1,species,17599.0,BBMY,MYVU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela rosenbergii,Red-collared Myzomela,recmyz1,species,17600.0,RCBM RCMY,MYRO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Myzomela rosenbergii rosenbergii/wahgiensis,Red-collared Myzomela (Red-collared),recmyz2,issf,17601.0,RCBM RCMY,MYRO,,Passeriformes,Honeyeaters,Meliphagidae,recmyz1,,,meliph3
Myzomela rosenbergii longirostris,Red-collared Myzomela (Long-billed),recmyz3,issf,17604.0,LBMY RCBM RCMY,MYRO,,Passeriformes,Honeyeaters,Meliphagidae,recmyz1,,,meliph3
Myzomela sp.,myzomela sp.,myzome1,spuh,17605.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gliciphila undulata,Barred Honeyeater,barhon2,species,17606.0,BAHO,GLUN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,species,17607.0,TCHO,GLME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gliciphila notabilis,Vanuatu Honeyeater,nehhon1,species,17610.0,WBHO VAHO,GLNO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Glycichaera fallax,Green-backed Honeyeater,grbhon1,species,17613.0,GBHO,GLFA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora plumbea,Leaden Honeyeater,leahon1,species,17618.0,LEHO,PTPL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora meekiana,Yellow-streaked Honeyeater,olshon1,species,17621.0,YSHO,PTME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora erythropleura,Rufous-sided Honeyeater,rushon1,species,17624.0,RSHO,PTER,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora mayri,Mayr's Honeyeater,mayhon1,species,17627.0,MAHO,PTMA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora guisei,Rufous-backed Honeyeater,rubhon1,species,17630.0,RBHO,PTGU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Ptiloprora perstriata,Gray-streaked Honeyeater,blbhon1,species,17631.0,GSHO,PTPE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Cissomela pectoralis,Banded Honeyeater,banhon1,species,17635.0,BAHO,CIPE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera lombokia,Sunda Honeyeater,sunhon1,species,17636.0,SCHO SUHO,LILO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera argentauris,Olive Honeyeater,olihon1,species,17637.0,OLHO,LIAR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera indistincta,Brown Honeyeater,brohon1,species,17638.0,BRHO,LIIN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera incana,Dark-brown Honeyeater,dabhon1,species,17644.0,GEHO DBHO,LIIN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera squamata,White-tufted Honeyeater,whthon2,species,17650.0,WTHO SBHO,LISQ,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera alboauricularis,Silver-eared Honeyeater,siehon1,species,17651.0,SEHO,LIAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera deningeri,Buru Honeyeater,burhon1,species,17654.0,BUHO,LIDE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera monticola,Seram Honeyeater,serhon1,species,17655.0,SEHO,LIMO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera flavicans,Yellow-eared Honeyeater,yeehon1,species,17656.0,FEHO YEHO,LIFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Lichmera notabilis,Black-chested Honeyeater,blchon1,species,17657.0,BNHO BCHO,LINO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Phylidonyris pyrrhopterus,Crescent Honeyeater,crehon2,species,17658.0,CRHO,PHPY,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,species,17661.0,NHHO,PHNO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Phylidonyris niger,White-cheeked Honeyeater,whchon2,species,17667.0,WCHO,PHNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Phylidonyris novaehollandiae x niger,New Holland x White-cheeked Honeyeater (hybrid),x00923,hybrid,17670.0,NHHO WCHO,PHNO PHNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Trichodere cockerelli,White-streaked Honeyeater,whshon1,species,17671.0,WSHO,TRCO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Nesoptilotis leucotis,White-eared Honeyeater,whehon1,species,17672.0,WEHO,NELE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Nesoptilotis flavicollis,Yellow-throated Honeyeater,yethon1,species,17675.0,YTHO,NEFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Entomyzon cyanotis,Blue-faced Honeyeater,blfhon1,species,17676.0,BFQH BFHO,ENCY,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Entomyzon cyanotis albipennis,Blue-faced Honeyeater (White-quilled),bufhon1,issf,17677.0,BFHO BFQH,ENCY,,Passeriformes,Honeyeaters,Meliphagidae,blfhon1,,,meliph3
Entomyzon cyanotis [cyanotis Group],Blue-faced Honeyeater (Blue-faced),bufhon2,issf,17678.0,BFQH BFHO,ENCY,,Passeriformes,Honeyeaters,Meliphagidae,blfhon1,,,meliph3
Melithreptus albogularis,White-throated Honeyeater,whthon1,species,17682.0,WTHO,MEAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus chloropsis,Gilbert's Honeyeater,whnhon3,species,17685.0,GIHO,MECH,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus lunatus,White-naped Honeyeater,whnhon2,species,17686.0,WNHO,MELU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus affinis,Black-headed Honeyeater,blhhon1,species,17687.0,BHHO,MEAF,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus brevirostris,Brown-headed Honeyeater,brhhon1,species,17688.0,BHHO,MEBR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus gularis,Black-chinned Honeyeater,blchon2,species,17694.0,BCBH BCHO,MEGU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus gularis laetior,Black-chinned Honeyeater (Golden-backed),bkchon1,issf,17695.0,BCBH BCHO,MEGU,,Passeriformes,Honeyeaters,Meliphagidae,blchon2,,,meliph3
Melithreptus gularis gularis,Black-chinned Honeyeater (Black-chinned),bkchon2,issf,17696.0,BCBH BCHO,MEGU,,Passeriformes,Honeyeaters,Meliphagidae,blchon2,,,meliph3
Melithreptus validirostris,Strong-billed Honeyeater,stbhon2,species,17697.0,SBHO,MEVA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melithreptus sp.,Melithreptus sp.,melith1,spuh,17698.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliarchus sclateri,Makira Honeyeater,sacmel1,species,17699.0,MAHO,MESC,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Guadalcanaria inexpectata,Guadalcanal Honeyeater,guahon1,species,17700.0,GUHO,GUIN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliphacator provocator,Kadavu Honeyeater,kanhon1,species,17701.0,KAHO,MEPR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gymnomyza viridis,Chattering Giant-Honeyeater,chagih1,species,17702.0,CGHO CHGH YBHO,GYVI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gymnomyza brunneirostris,Duetting Giant-Honeyeater,duegih1,species,17703.0,GIHO DGHO DUGH,GYBR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gymnomyza samoensis,Mao,mao1,species,17704.0,MAO,GYSA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Gymnomyza aubryana,Crow Honeyeater,crohon1,species,17705.0,CRHO,GYAU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Foulehaio procerior,Western Wattled-Honeyeater,weswah1,species,17706.0,WWHO KIKA WEWH,FOPR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Foulehaio carunculatus,Eastern Wattled-Honeyeater,easwah1,species,17707.0,EAWH EWHO PWHO,FOCA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Foulehaio taviunensis,Northern Wattled-Honeyeater,norwah1,species,17708.0,NWHO FWHO NOWH,FOTA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Xanthotis flaviventer,Tawny-breasted Honeyeater,tabhon1,species,17709.0,TBHO,XAFL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Xanthotis polygrammus,Spotted Honeyeater,spohon3,species,17723.0,SPHO,XAPO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Xanthotis macleayanus,Macleay's Honeyeater,machon2,species,17730.0,MAHO,XAMA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Plectorhyncha lanceolata,Striped Honeyeater,strhon1,species,17731.0,STHO,PLLA,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Grantiella picta,Painted Honeyeater,paihon1,species,17732.0,PAHO,GRPI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Melitograis gilolensis,White-streaked Friarbird,whsfri1,species,17733.0,WSFR,MEGI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon citreogularis,Little Friarbird,litfri1,species,17734.0,LIFR,PHCI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon meyeri,Meyer's Friarbird,meyfri1,species,17738.0,MEFR,PHME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon inornatus,Timor Friarbird,timfri1,species,17739.0,TIFR,PHIN,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon kisserensis,Gray Friarbird,gryfri1,species,17740.0,GRFR,PHKI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon brassi,Brass's Friarbird,brafri1,species,17741.0,BRFR,PHBR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon fuscicapillus,Morotai Friarbird,dusfri1,species,17742.0,DUFR MOFR,PHFU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon moluccensis,Buru Friarbird,bkffri1,species,17743.0,BUFR BFFR,PHMO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon plumigenis,Tanimbar Friarbird,bkffri2,species,17744.0,TAFR,PHPL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon subcorniculatus,Seram Friarbird,serfri1,species,17745.0,SEFR,PHSU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon eichhorni,New Ireland Friarbird,neifri1,species,17746.0,NIFR,PHEI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon buceroides,Helmeted Friarbird,helfri1,species,17747.0,HEFR HGFR,PHBU,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon buceroides novaeguineae,Helmeted Friarbird (New Guinea),helfri3,issf,17748.0,HEFR NGFR HGFR,PHBU,,Passeriformes,Honeyeaters,Meliphagidae,helfri1,,,meliph3
Philemon buceroides yorki,Helmeted Friarbird (Hornbill),helfri4,issf,17749.0,HEFR HOFR HGFR,PHBU,,Passeriformes,Honeyeaters,Meliphagidae,helfri1,,,meliph3
Philemon buceroides [buceroides Group],Helmeted Friarbird (Helmeted),helfri2,issf,17750.0,HEFR HGFR,PHBU,,Passeriformes,Honeyeaters,Meliphagidae,helfri1,,,meliph3
Philemon albitorques,White-naped Friarbird,whnfri1,species,17755.0,WNFR MAFR,PHAL,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon cockerelli,New Britain Friarbird,nebfri1,species,17756.0,NBFR,PHCO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon argenticeps,Silver-crowned Friarbird,sicfri1,species,17759.0,SCFR,PHAR,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon corniculatus,Noisy Friarbird,noifri1,species,17762.0,NOFR,PHCO,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon diemenensis,New Caledonian Friarbird,necfri1,species,17766.0,NCFR,PHDI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Philemon sp.,friarbird sp.,friarb1,spuh,17767.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Meliphagidae sp.,Meliphagidae sp.,meliph2,spuh,17768.0,,,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Dasyornis longirostris,Western Bristlebird,wesbri1,species,17770.0,WEBR,DALO,,Passeriformes,Bristlebirds,Dasyornithidae,,,,dasyor1
Dasyornis brachypterus,Eastern Bristlebird,easbri1,species,17771.0,EABR,DABR,,Passeriformes,Bristlebirds,Dasyornithidae,,,,dasyor1
Dasyornis broadbenti,Rufous Bristlebird,rufbri1,species,17774.0,RUBR,DABR,,Passeriformes,Bristlebirds,Dasyornithidae,,,,dasyor1
Pardalotus punctatus,Spotted Pardalote,spopar1,species,17779.0,SPPA,PAPU,,Passeriformes,Pardalotes,Pardalotidae,,,,pardal2
Pardalotus punctatus millitaris,Spotted Pardalote (Wet Tropics),spopar2,issf,17780.0,SPPA,PAPU,,Passeriformes,Pardalotes,Pardalotidae,spopar1,,,pardal2
Pardalotus punctatus punctatus,Spotted Pardalote (Spotted),spopar3,issf,17781.0,SPPA,PAPU,,Passeriformes,Pardalotes,Pardalotidae,spopar1,,,pardal2
Pardalotus punctatus xanthopyge,Spotted Pardalote (Yellow-rumped),spopar4,issf,17782.0,SPPA,PAPU,,Passeriformes,Pardalotes,Pardalotidae,spopar1,,,pardal2
Pardalotus quadragintus,Forty-spotted Pardalote,fospar1,species,17783.0,FSPA,PAQU,,Passeriformes,Pardalotes,Pardalotidae,,,,pardal2
Pardalotus rubricatus,Red-browed Pardalote,rebpar6,species,17784.0,RBPA,PARU,,Passeriformes,Pardalotes,Pardalotidae,,,,pardal2
